id,hospital_name,site_name,lat,lon,geo_qual,street,house_number,postcode,city,cc,country,cap_beds,cap_prac,cap_rooms,emergency,facility_type,public_private,list_specs,tel,email,url,ref_date,pub_date,comments
17,Spitalul Municipal Campulung Consiliul Local Campulung,,45.264942,25.038598,-1,,,,,RO,Romania,441,,,,,,,,,www.smcm.ro,,16/04/2020,
341,Institutul de Urgenta pentru Boli Cardiovasculare prof. dr. C.C. Iliescu,,44.46514,26.154145,-1,,,,,RO,Romania,325,,,,,,,,,www.cardioiliescu.ro,,16/04/2020,
115,Spitalul Orasenesc Targu Bujor Consiliul Local Targu Bujor,,45.869797,27.912129,-1,,,,,RO,Romania,60,,,,,,,,,www.spitaltgbujor.ro,,16/04/2020,
43,Spitalul Orasenesc Beclean Consiliul Local Beclean,,47.1832834,24.1866838,-1,,,,,RO,Romania,226,,,,,,,,,spitalbeclean.ro,,16/04/2020,
314,Spitalul de Cardiologie Covasna Dr. B. Geza,,45.845386,26.209785,-1,,,,,RO,Romania,891,,,,,,,,,www.cardiologie-covasna.ro,,16/04/2020,
330,Spitalul de Psihiatrie si pentru Masuri de Siguranta Jebel,,45.565168,21.200126,-1,,,,,RO,Romania,430,,,,,,,,,www.spitaljebel.ro,,16/04/2020,
70,Spitalul Orasenesc Otelu Rosu Consiliul Local Otelu Rosu,,45.525582,22.367823,-1,,,,,RO,Romania,108,,,,,,,,,spiorcs@gmail.com,,16/04/2020,
355,Centrul Medical Clinic de Recuperare Neuropsihomotorie Copii Dr. N. Robănescu,,44.389839,26.107904,-1,,,,,RO,Romania,114,,,,,,,,,WWW.RECUPERARECOPII.RO,,16/04/2020,
249,Spitalul Judetean de Urgenta Ramnicu Valcea,,45.118599,24.362891,-1,,,,,RO,Romania,1353,,,,,,,,,,,16/04/2020,
154,Spitalul Clinic Dr. C.I. Parhon Iasi Consiliul Local Iasi,,47.180416,27.56812,-1,,,,,RO,Romania,206,,,,,,,,,www.spitalulparhoniasi.ro,,16/04/2020,
187,Spitalul Orasenesc Corabia Consiliul Local Corabia,,43.772851,24.511239,-1,,,,,RO,Romania,123,,,,,,,,,www.spitalcorabia.ro,,16/04/2020,
59,Spitalul de Pneumoftiziologie Brasov Consiliul Judetean Brasov,,45.6429901,25.5738145,-1,,,,,RO,Romania,160,,,,,,,,,pneumologie.ro,,16/04/2020,
148,Spitalul Clinic de Urgenta Iasi N. Oblu,,47.161058,27.606068,-1,,,,,RO,Romania,321,,,,,,,,,www.neuroiasi.ro,,16/04/2020,
240,Spitalul Orasenesc Faget,,45.844833,22.171118,-1,,,,,RO,Romania,115,,,,,,,,,,,16/04/2020,
374,Spitalul de Boli Cronice Calinesti,,44.804494,25.049171,-1,,,,,RO,Romania,40,,,,,,,,,www.spitaluldebolicronicecalinesti.com,,16/04/2020,
230,Spitalul Municipal Caritas Rosiori de Vede Consiliul Local Rosiori de Vede,,44.108296,24.987888,-1,,,,,RO,Romania,298,,,,,,,,,www.spitalulcaritasrosiori.ro,,16/04/2020,
219,Spitalul de Pneumoftiziologie Sibiu Consiliul Judetean Sibiu,,45.795215,24.143229,-1,,,,,RO,Romania,170,,,,,,,,,www.spital-tbc.ro,,16/04/2020,
120,Spitalul Judetean de Urgenta Giurgiu Consiliul Judetean Giurgiu,,44.344722,25.674534,-1,,,,,RO,Romania,524,,,,,,,,,http://www.spitalul-jud-giurgiu.ro,,16/04/2020,
232,Spitalul Orasenesc Zimnicea Consiliul Local Zimnicea,,43.650827,25.364814,-1,,,,,RO,Romania,124,,,,,,,,,www.spitalulorasenesczimnicea.ro,,16/04/2020,
134,Spitalul de Psihiatrie Tulghes Consiliul Judetean Harghita,,46.960716,25.761309,-1,,,,,RO,Romania,328,,,,,,,,,www.psihiatrietulghes.ro,,16/04/2020,
149,Spitalul Clinic de Urgenta pentru Copii SF MARIA Iasi Consiliul Judetean Iasi,,47.159344,27.607913,-1,,,,,RO,Romania,625,,,,,,,,,www.sfmaria-iasi.ro,,16/04/2020,
162,Spitalul Judetean de Urgenta C. Opriș Baia Mare,,47.654927,23.554671,-1,,,,,RO,Romania,920,,,,,,,,,,,16/04/2020,
91,Spitalul Clinic de Boli Infectioase Constanta Consiliul Local Constanta,,44.171124,28.637892,-1,,,,,RO,Romania,235,,,,,,,,,www.infectioaseconstanta.ro,,16/04/2020,
