id,hospital_name,site_name,lat,lon,geo_qual,street,house_number,postcode,city,cc,country,cap_beds,cap_prac,cap_rooms,emergency,facility_type,public_private,list_specs,tel,email,url,ref_date,pub_date
4131,PSIHIATRIČNA BOLNIŠNICA BEGUNJE,,46.37695,14.2013,1,BEGUNJE NA GORENJSKEM,55,4275,BEGUNJE NA GORENJSKEM,SI,Slovenia,,,,,Special hospital,public,,,,,06/03/2020,08/04/2020
4970,DIAGNOSTIČNI CENTER VILA BOGATIN D.O.O.,,46.37091,14.10462,1,POD SKALO,4,4260,BLED,SI,Slovenia,,,,,Special hospital,private,,,,,06/03/2020,08/04/2020
6001,UNIVERZITETNI KLINIČNI CENTER LJUBLJANA,,46.05222,14.52079,1,ZALOŠKA CESTA,2,1000,LJUBLJANA,SI,Slovenia,,,,,Clinic,public,,,,,06/03/2020,08/04/2020
7531,PSIHIATRIČNA BOLNIŠNICA ORMOŽ,,46.4071501501996,16.14067221208866,1,PTUJSKA CESTA,33,2270,ORMOŽ,SI,Slovenia,,,,,Special hospital,public,,,,,06/03/2020,08/04/2020
7644,SPLOŠNA BOLNIŠNICA DR. JOŽETA POTRČA PTUJ,,46.42609,15.87709,1,POTRČEVA CESTA,23,2250,PTUJ,SI,Slovenia,,,,,General hospital,public,,,,,06/03/2020,08/04/2020
8051,UNIVERZITETNI KLINIČNI CENTER MARIBOR,,46.5529,15.64857,1,LJUBLJANSKA ULICA,5,2000,MARIBOR,SI,Slovenia,,,,,Clinic,public,,,,,06/03/2020,08/04/2020
8664,SPLOŠNA BOLNIŠNICA MURSKA SOBOTA,,46.65014,16.18727,1,ULICA DR. VRBNJAKA,6,9000,MURSKA SOBOTA,SI,Slovenia,,,,,General hospital,public,,,,,06/03/2020,08/04/2020
9601,BOLNIŠNICA TOPOLŠICA,,46.40481,15.02069,1,TOPOLŠICA,64,3326,TOPOLŠICA,SI,Slovenia,,,,,Special hospital,public,,,,,06/03/2020,08/04/2020
10001,SPLOŠNA BOLNIŠNICA TRBOVLJE,,46.15398,15.0471,1,RUDARSKA CESTA,9,1420,TRBOVLJE,SI,Slovenia,,,,,General hospital,public,,,,,06/03/2020,08/04/2020
10481,ONKOLOŠKI INŠTITUT LJUBLJANA,,46.05222,14.52079,1,ZALOŠKA CESTA,2,1000,LJUBLJANA,SI,Slovenia,,,,,Clinic,public,,,,,06/03/2020,08/04/2020
10601,UNIVERZITETNI REHABILITACIJSKI INŠTITUT REPUBLIKE SLOVENIJE - SOČA,,46.06671,14.52411,1,LINHARTOVA CESTA,51,1000,LJUBLJANA,SI,Slovenia,,,,,Clinic,public,,,,,06/03/2020,08/04/2020
10715,PSIHIATRIČNA BOLNIŠNICA IDRIJA,,46.00604,14.02154,1,POT SV. ANTONA,49,5280,IDRIJA,SI,Slovenia,,,,,Special hospital,public,,,,,06/03/2020,08/04/2020
10931,MLADINSKO KLIMATSKO ZDRAVILIŠČE RAKITNA,,45.89044,14.44624,1,RAKITNA,96,1352,PRESERJE,SI,Slovenia,,,,,Special hospital,public,,,,,06/03/2020,08/04/2020
11526,UNIVERZITETNA PSIHIATRIČNA KLINIKA LJUBLJANA,,46.05432,14.57026,2,CHENGDUJSKA CESTA,45,1260,LJUBLJANA - POLJE,SI,Slovenia,,,,,Clinic,public,,,,,06/03/2020,08/04/2020
11661,CENTER ZA ZDRAVLJENJE BOLEZNI OTROK,,45.95402,14.83559,1,ŠENTVID PRI STIČNI,44,1296,ŠENTVID PRI STIČNI,SI,Slovenia,,,,,Special hospital,public,,,,,06/03/2020,08/04/2020
12307,UNIVERZITETNA KLINIKA ZA PLJUČNE BOLEZNI IN ALERGIJO GOLNIK,,46.32966,14.33178,1,GOLNIK,36,4204,GOLNIK,SI,Slovenia,,,,,Clinic,public,,,,,06/03/2020,08/04/2020
14450,SPLOŠNA BOLNIŠNICA SLOVENJ GRADEC,,46.50761,15.08168,1,GOSPOSVETSKA CESTA,1,2380,SLOVENJ GRADEC,SI,Slovenia,,,,,General hospital,public,,,,,06/03/2020,08/04/2020
19290,PSIHIATRIČNA BOLNIŠNICA VOJNIK,,46.28391,15.30659,1,CELJSKA CESTA,37,3212,VOJNIK,SI,Slovenia,,,,,Special hospital,public,,,,,06/03/2020,08/04/2020
24130,KIRURŠKI SANATORIJ ROŽNA DOLINA D.O.O.,,46.04623,14.48125,1,"ROŽNA DOLINA, CESTA IV",45,1000,LJUBLJANA,SI,Slovenia,,,,,Special hospital,private,,,,,06/03/2020,08/04/2020
25232,"MC MEDICOR, MEDNARODNI CENTER ZA KARDIOVASKULARNE BOLEZNI, D.D.",,46.0359,14.47775,1,TBILISIJSKA ULICA,81,1000,LJUBLJANA,SI,Slovenia,,,,,Special hospital,private,,,,,06/03/2020,08/04/2020
55175,"KIRURGIJA BITENC, SPECIALISTIČNA ZDRAVSTVENA DEJAVNOST, D.O.O.",,46.06028,14.51505,1,VILHARJEV PODHOD,1,1000,LJUBLJANA,SI,Slovenia,,,,,Special hospital,private,,,,,06/03/2020,08/04/2020
