id,hospital_name,site_name,lat,lon,street,house_number,postcode,city,cc,country,emergency,cap_beds,cap_prac,cap_rooms,facility_type,public_private,list_specs,tel,email,url,ref_date,pub_date,geo_qual
K232,KABEG Gailtalklinik,,46.62923,13.3708,Radingerstraße,12,9620,Hermagor,AT,Austria,,110,,,,,,04282 2220 0,,http://www.gailtal-klinik.at,01/01/20,28/03/2020,
K233,Sonderkrankenanstalt und Gesundheitsresort Agathenhof,,46.91708,14.41964,Agathenhofstraße,24,9322,Micheldorf,AT,Austria,,54,,,,,,05 02 88 29,,http//:www.agathenhof.at,01/01/20,28/03/2020,
K238,Sonderkrankenhaus Sarepta-Spezialkliinik für Essstörungen,,46.73342,14.08682,Martin-Luther Straße,14,9560,Feldkirchen in Kärnten,AT,Austria,,12,,,,,,04276 2201 300,,http://www.diakonie-delatour.at/sarepta-spezialklinik-fuer-essstoerungen,01/01/20,28/03/2020,
K303,Landesklinikum Amstetten,,48.12824,14.88117,Krankenhausstraße,21,3300,Amstetten,AT,Austria,,355,,,,,"AN, GEM, IM, KIJU",07472 604 00,,http://www.amstetten.lknoe.at,01/01/20,28/03/2020,
K305,Klinikum am Kurpark Baden für Orthopädie und Rheumatologie,,48.0091549,16.2336123,Renngasse,2,2500,Baden,AT,Austria,,124,,,,,,02252 432 85 0,,,01/01/20,28/03/2020,
K307,Sonderkrankenanstalt Bad Schönau,,47.49273,16.23198,Am Kurpark,1,2853,Bad Schönau,AT,Austria,,94,,,,,,02646 8251 0,,http://www.koenigsberg-bad-schoenau.at,01/01/20,28/03/2020,
K313,SKA-RZ-Pensionsversicherungsanstalt Felbring im Schneebergland,,47.84132,16.08766,Felbring,71,2723,Muthmannsdorf,AT,Austria,,119,,,,,,02638 882 81 0,,http://www.ska-felbring.at,01/01/20,28/03/2020,
K315,Landesklinikum Hochegg,,47.61621,16.08731,Hocheggerstraße,88,2840,Grimmenstein,AT,Austria,,181,,,,,PUL,02644 6300 0,,http://www.hochegg.lknoe.at,01/01/20,28/03/2020,
K316,Landesklinikum Hainburg,,48.14443,16.9558,Hofmeisterstraße,70,2410,Hainburg an der Donau,AT,Austria,,142,,,,,GEM,02165 90501 203,,http://www.hainburg.lknoe.at,01/01/20,28/03/2020,
K318,Rehabilitationszentrum Hochegg,,47.61537,16.09856,Friedrich-Hillegeist-Straße,2,2840,Grimmenstein,AT,Austria,,240,,,,,,02644 6010,,http://www.ska-hochegg.at,01/01/20,28/03/2020,
K319,Landesklinikum Hollabrunn,,48.56284,16.09074,Robert Löffler-Straße,20,2020,Hollabrunn,AT,Austria,,222,,,,,"AN, GEM, IM",02952 2275 0,,http://www.hollabrunn.lknoe.at,01/01/20,28/03/2020,
K321,Landesklinikum Klosterneuburg,,48.30832,16.32423,Kreutzergasse,12-14,3400,Klosterneuburg,AT,Austria,,127,,,,,GEM,02243 9004 0,,http://www.kh-klosterneuburg.at,01/01/20,28/03/2020,
K326,Universitätsklinikum Krems,,48.41202,15.61502,Mitterweg,10,3500,Krems an der Donau,AT,Austria,,461,,,,,"AN, GEM, IM",02732 804 0,,http://www.krems.lknoe.at,01/01/20,28/03/2020,
K328,Rehabilitationszentrum für Bewegungsstörungen und rheumatische Erkrankungen,,48.15622,16.18029,Tiergartenstraße,3c,2381,Laab im Walde,AT,Austria,,141,,,,,,02239 3536,,http://www.ska-laabimwalde.at,01/01/20,28/03/2020,
K333,Landesklinikum Mauer,,48.0919979,14.8009421,Hausmeninger Straße,221,3362,Mauer-Öhling,AT,Austria,,440,,,,,,07475 9004,,http://www.mauer.lknoe.at,01/01/20,28/03/2020,
K334,Landesklinikum Melk,,48.2267,15.33837,Krankenhausstraße,11,3390,Melk,AT,Austria,,143,,,,,"AN, GEM",02752 9004,,http://www.melk.lknoe.at,01/01/20,28/03/2020,
K335,Landesklinikum Mistelbach-Gänserndorf,,48.56818,16.58053,Liechtensteinstraße,67,2130,Mistelbach,AT,Austria,,524,,,,,"AN, GEM, IM, KIJU",02572 3341,,http://www.mistelbach.lknoe.at,01/01/20,28/03/2020,
K338,Landesklinikum Neunkirchen,,47.72636,16.08535,Peischinger Straße,19,2620,Neunkirchen,AT,Austria,,384,,,,,"AN, GEM",02635 602,,,01/01/20,28/03/2020,
K339,Sonderkrankenanstalt Gesundheitsresort Raxblick,,47.675960540771484,15.755098342895508,Prein/Rax Oberland,2-4,2654,Prein an der Rax,AT,Austria,,152,,,,,,02665 241 0,,http://www.raxblick.at,01/01/20,28/03/2020,
K347,Landesklinikum Scheibbs,,48.01163,15.16323,Eisenwurzenstraße,26,3270,Scheibbs,AT,Austria,,183,,,,,GEM,07482 404 0,,http://www.scheibbs.lknoe.at,01/01/20,28/03/2020,
K352,Sonderkrankenanstalt der Justizanstalt Wien-Josefstadt (Außenstelle Wilhelmshöhe),,48.18514,16.08991,Weidlingbachstraße,14,3021,Pressbaum,AT,Austria,,48,,,,,,02233 524 64 3589,,http://www.bmj.gv.at,01/01/20,28/03/2020,
K354,Landesklinikum Waidhofen/Ybbs,,47.95301,14.78813,Ybbsitzer Straße,112,3340,Waidhofen an der Ybbs,AT,Austria,,163,,,,,"AN, GEM",07442 9004 0,,http://www.waidhofen-ybbs.lknoe.at,01/01/20,28/03/2020,
K356,Landesklinikum Wiener Neustadt,,47.81615,16.24834,Matthias Corviniusring,3-5,2700,Wiener Neustadt,AT,Austria,,766,,,,,"AN, GEM, IM, KIJU",02622 321 0,,http://wienerneustadt.lknoe.at,01/01/20,28/03/2020,
K357,Therapiezentrum Ybbs,,48.18176,15.07925,Persenbeuger Straße,1-3,3370,Ybbs an der Donau,AT,Austria,,145,,,,,,07412 551 00,,http://www.wienkav.at/kav/pky/,01/01/20,28/03/2020,
K359,Klinikum Peterhof Baden,,48.00417,16.22886,Sauerhofstraße,9-15,2500,Baden,AT,Austria,,160,,,,,,02252 481 77,,,01/01/20,28/03/2020,
K363,Klinikum Malcherhof Baden,,48.01132,16.24011,Adolfine-Malcher-Gasse,1,2500,Baden,AT,Austria,,173,,,,,,02252 895 11 0,,http://www.klinikum-malcherhof.at,01/01/20,28/03/2020,
K364,"Diätgenesungsheim Karl Hiesmayr, Breitenstein",,47.66333,15.82404,Hauptstraße,69,2673,Breitenstein,AT,Austria,,106,,,,,,02664 2273,,,01/01/20,28/03/2020,
K365,Sonderkrankenanstalt für Herz- und Kreislauferkrankungen Groß Gerungs,,48.56515,14.95841,Kreuzberg,310,3920,Groß Gerungs,AT,Austria,,223,,,,,,02812 8681 0,,http://www.herz-kreislauf.at,01/01/20,28/03/2020,
K369,Rehabilitationszentrum 'Weißer Hof' Klosterneuburg,,48.32594,16.27595,Holzgasse,350,3400,Klosterneuburg,AT,Austria,,200,,,,,,05 9393 51000,,http://www.auva.at/rzweisserhof,01/01/20,28/03/2020,
K370,Sonderkrankenanstalt Moorheilbad Harbach,,48.688377380371094,14.861903190612793,,,3970,Weitra,AT,Austria,,268,,,,,,02858 5255 0,,http://www.moorheilbad-harbach.at,01/01/20,28/03/2020,
K371,Rehabilitationszentrum Alland,,48.04957962036133,16.062395095825195,,,2534,Alland,AT,Austria,,144,,,,,,02258 2630 0,,http://www.ska-alland.at,01/01/20,28/03/2020,
K375,"Klinik Pirawarth, Kur- und Rehabilitationszentrum",,48.44914,16.60992,Kurhausstraße,100,2222,Bad Pirawarth,AT,Austria,,321,,,,,,02574 291 60,,http://www.klinik-pirawarth.at,01/01/20,28/03/2020,
K376,Therapiezentrum Buchenberg,,47.9537,14.78741,Hötzendorfstraße,1,3340,Waidhofen an der Ybbs,AT,Austria,,156,,,,,,07442 522 85 2066,,,01/01/20,28/03/2020,
K377,Landesklinikum Horn-Allentsteig,,48.66894,15.66116,Spitalgasse,10,3580,Horn,AT,Austria,,369,,,,,"AN, IM",02982 2661 0,,http://www.horn.lknoe.at,01/01/20,28/03/2020,
K378,Landesklinikum Korneuburg-Stockerau,,48.38686,16.20444,Lenaustraße,1,2000,Stockerau,AT,Austria,,298,,,,,"AN, GEM",02262 780 0,,,01/01/20,28/03/2020,
K379,Universitätsklinikum Tulln,,48.32198,16.06494,Alter Ziegelweg,10,3430,Tulln an der Donau,AT,Austria,,440,,,,,"GEM, KIJU",02272 601,,http://www.tulln.lknoe.at/,01/01/20,28/03/2020,
K380,Landesklinikum Baden-Mödling-Hinterbrühl,,47.99945,16.25425,Waltersdorfer Straße,75,2500,Baden,AT,Austria,,737,,,,,"AN, GEM, IM, KIJU",02252 9004,,http://www.baden.lknoe.at/,01/01/20,28/03/2020,
K381,Sonderkrankenanstalt Marienhof,,47.53308,16.08253,Ausschlag-Zöbern,3-5,2870,Aspang,AT,Austria,,80,,,,,,02642 52430,,https://www.gruenerkreis.at/sonderkrankenhaus-marienhof,01/01/20,28/03/2020,
K382,Universitätsklinikum St. Pölten-Lilienfeld,,48.21438,15.62538,Dunant-Platz,1,3100,St. Pölten,AT,Austria,,1114,,,,,"AN, GEM, IM, KIJU",02742 9004 0,,http://www.stpoelten.lknoe.at/,01/01/20,28/03/2020,
K383,Landesklinikum Zwettl-Gmünd-Waidhofen/Thaya,,48.6026518,15.165592,Propstei,5,3910,Zwettl,AT,Austria,,629,,,,,"AN, GEM, IM, KIJU",02822 504 0,,http://www.zwettl.lknoe.at,01/01/20,28/03/2020,
K384,Psychosomatisches Zentrum Waldviertel Eggenburg,,48.64306,15.82163,Grafenbergerstraße,2,3730,Eggenburg,AT,Austria,,100,,,,,,02984 20228 0,,http://www.pszw.at,01/01/20,28/03/2020,
K385,Sonderkrankenanstalt Ottenschlag,,48.42731,15.22495,Xundheitsstraße,1,3631,Ottenschlag,AT,Austria,,111,,,,,,02858 5255 1650,,http://www.xundheitswelt.at,01/01/20,28/03/2020,
K386,Rehabilitationszentrum Engelsbad,,48.00542,16.23021,Weilburgstraße,7-9,2500,Baden,AT,Austria,,124,,,,,,02252 845 71 0,,http://www.bva.at,01/01/20,28/03/2020,
K387,Waldsanatorium Perchtoldsdorf,,48.12869,16.25631,Sonnberggasse,93,2380,Perchtoldsdorf,AT,Austria,,170,,,,,,01 865 01 00 0,,http://www. waldsanatorium.at,01/01/20,28/03/2020,
K388,Sonderkrankenanstalt für Psychiatrie Krems-Hollenburg,,48.37769,15.67918,Krustettenerstraße,25,3506,Krems-Hollenburg,AT,Austria,,150,,,,,,02739 77 110,,http://www.sanlas.at,01/01/20,28/03/2020,
K389+,Rehabilitationsklinik Gars am Kamp (gehört zu K384),,48.59421,15.66064,Kremser Straße,656,3571,Gars am Kamp,AT,Austria,,100,,,,,,02985 33200,,http://www.pszw.at,01/01/20,28/03/2020,
K390,Sonderkrankenanstalt für Remobilisation/Nachsorge und onkologische Rehabilitation,,47.72905,16.21885,Fabriksgasse,8,2822,Bad Erlach,AT,Austria,,100,,,,,,02627 813 00,,http//www.lebensmed-baderlach.at,01/01/20,28/03/2020,
K405,"Krankenhaus ""St. Josef""  Braunau am Inn",,48.25583,13.03307,Ringstraße,60,5280,Braunau am Inn,AT,Austria,,384,,,,,"AN, IM, KIJU",07722 804 0,,http://www.khbr.at,01/01/20,28/03/2020,
K408,Klinikum Freistadt,,48.49192,14.4983,Krankenhausstraße,1,4240,Freistadt,AT,Austria,,165,,,,,GEM,050 554 76 0,,http://www.lkh-freistadt.at,01/01/20,28/03/2020,
K413,Sonderkrankenanstalt für neurologische und pneumologische Rehabilitation,,48.21626,14.47295,Bahnhofweg,7,4470,Enns,AT,Austria,,120,,,,,,07223 82 828,,http://www.rehaklinikenns.at,01/01/20,28/03/2020,
K414,Sanitätsanstalt Hörsching des Militärkommandos Oberösterreich,,48.22231,14.19139,Fliegerhorst Vogler,,4063,Hörsching,AT,Austria,,47,,,,,,07221 700,,,01/01/20,28/03/2020,
K415,Landeskrankenhaus Kirchdorf an der Krems,,47.90823,14.12455,Hausmanninger Straße,8,4560,Kirchdorf an der Krems,AT,Austria,,219,,,,,GEM,050 554 67 0,,http://www.lkh-kirchdorf.at,01/01/20,28/03/2020,
K417,Krankenhaus der Barmherzigen Brüder Linz,,48.30045,14.28909,Seilerstätte,2,4020,Linz,AT,Austria,,337,,,,,"AN, IM",0732 7897 0,,http://www.bblinz.at,01/01/20,28/03/2020,
K418,Krankenhaus der Barmherzigen Schwestern vom Hl. Vinzenz von Paul Linz,,48.29901,14.2892,Seilerstätte,4,4020,Linz,AT,Austria,,666,,,,,"AN, IM, KIJU",0732 7677 0,,http://www.bhs.at/linz/,01/01/20,28/03/2020,
K419,Krankenhaus der Elisabethinen Linz,,48.30492,14.29369,Fadingerstraße,1,4020,Linz,AT,Austria,,455,,,,,"AN, IM, PUL",0732 7676 0,,http://www.elisabethinen.or.at,01/01/20,28/03/2020,
K420,Unfallkrankenhaus Linz,,48.30401,14.30942,Garnisonstraße,7,4021,Linz,AT,Austria,,153,,,,,,0732 6920 0,,http://www.auva.at/ukhlinz,01/01/20,28/03/2020,
K421,Klinik Diakonissen Linz,,48.30432,14.30206,Weißenwolffstraße,15,4020,Linz,AT,Austria,,119,,,,,,0732 7675 0,,http://www.diakonissen-krankenhaus-linz.at,01/01/20,28/03/2020,
K427,Krankenhaus der Barmherzigen Schwestern vom Hl. Vinzenz von Paul Ried,,48.21057,13.49322,Schloßberg,1,4910,Ried im Innkreis,AT,Austria,,427,,,,,"AN, IM, KIJU",07752 602 0,,http://www.bhs-ried.at,01/01/20,28/03/2020,
K428,Klinikum Schärding,,48.45531,13.43558,Alfred-Kubin-Straße,2,4780,Schärding,AT,Austria,,153,,,,,GEM,050 554 78 0,,http://www.lkh-schaerding.at,01/01/20,28/03/2020,
K429,Sonderkrankenanstalt Sierning,,48.04268,14.30755,Neustraße,14,4522,Sierning,AT,Austria,,90,,,,,,07259 2142 0,,http://www.kh-sierning.at,01/01/20,28/03/2020,
K431,Landeskrankenhaus Steyr,,48.04397,14.39269,Sierninger Straße,170,4400,Steyr,AT,Austria,,621,,,,,"AN, IM, KIJU, PUL",050 554 66 0,,http://www.lkh-steyr.at,01/01/20,28/03/2020,
K434,Klinikum Wels-Grieskirchen,,48.17321,14.02412,Grieskirchner Straße,42,4600,Wels,AT,Austria,,1227,,,,,"AN, CH, IM, KIJU, PUL",07242 415 0,,http://www.klinikum-wels.at,01/01/20,28/03/2020,
K436,"Sonderkrankenanstalt zur Behandlung unspezifischer Atemwegserkrankungen, Erkrankungen des rheumatischen Formenkreises sowie für postoperative Rehabilitation",,47.8576,14.68261,Mühlein,2,3335,Weyer,AT,Austria,,132,,,,,,07355 86510,,http://www.ska-weyer.at,01/01/20,28/03/2020,
K437,Klinikum Bad Hall für Herz- Kreislauf- und neurologische Rehabilitation,,48.02873,14.21279,Parkstraße,12,4540,Bad Hall,AT,Austria,,122,,,,,,07258 3071 0,,,01/01/20,28/03/2020,
K438,Sonderkrankenanstalt  - Rehabilitationszentrum Bad Schallerbach (SKA - RZ Bad Schallerbach),,48.23682,13.91906,Schönauer Straße,45,4701,Bad Schallerbach,AT,Austria,,230,,,,,,07249 433,,http://www.ska-badschallerbach.at,01/01/20,28/03/2020,
K441,Klinikum Rohrbach,,48.5666799930013,13.9898899843379,Krankenhausstraße,1,4150,Rohrbach in Oberösterreich,AT,Austria,,202,,,,,GEM,050 554 77 0,,http://www.lkh-rohrbach.at,01/01/20,28/03/2020,
K442,Rehabilitationszentrum Bad Ischl-Lindau,,47.71531,13.58083,Untere Lindaustraßße,44,4820,Bad Ischl,AT,Austria,,134,,,,,,06132 242 53,,http://www.ska-badischl.at,01/01/20,28/03/2020,
K443,Rehabilitationszentrum St. Georgen,,47.9404,13.45714,Kogl,25,4880,St. Georgen im Attergau,AT,Austria,,95,,,,,,07667 6161 0,,https://reha.at,01/01/20,28/03/2020,
K444,Sonderkrankenanstalt für Kinder- und Jugendneuropsychiatrie,,48.26996,14.3129,Prechtlerstraße,30-32,4030,Linz,AT,Austria,,30,,,,,,0732 349 271,,http://www.spattstrasse.at,01/01/20,28/03/2020,
K446,HerzReha Herz Kreislaufzentrum Bad Ischl,,47.71006,13.61386,Gartenstraße,9,4820,Bad Ischl,AT,Austria,,171,,,,,,06132 278 01,,,01/01/20,28/03/2020,
K447,"Sonderkrankenanstalt für Herz- und Kreislauferkrankungen, Stoffwechselerkrankungen sowie Atemwegserkrankungen - Rehabilitationszentrum Austria",,48.22812,13.91429,Stifterstraße,11,4701,Bad Schallerbach,AT,Austria,,177,,,,,,07249 425 41,,,01/01/20,28/03/2020,
K448,Sonderkrankenanstalt Aspach,,48.18281,13.30033,Revitalplatz,2,5252,Aspach,AT,Austria,,178,,,,,,07755 6801,,http://www.revital-aspach.at,01/01/20,28/03/2020,
K450,Sonderkrankenanstalt für neurologische und orth. Rehabilitation und Kinderrehabilitation,,48.29992,14.16295,Am Dorfplatz,1,4073,Schönering,AT,Austria,,151,,,,,,07226 40004 0,,http://www.klinik-wilhering.at,01/01/20,28/03/2020,
K451,Sonderkrankenanstalt für Krankheiten des Stoffwechselsystems und des Verdauungsapparates,,48.05233,13.88294,Neydharting,4,4654,Bad Wimsbach-Neydharting,AT,Austria,,63,,,,,,07245 25 474 0,,http://interface.gesundheit-pflege.at/betriebe.html,01/01/20,28/03/2020,
K452,Sonderkrankenanstalt für neurologische Rehabilitation Altmünster,,47.90721,13.74347,Gmundnerberg,82,4813,Altmünster,AT,Austria,,156,,,,,,07612 88 000,,http://www.ntgb.at,01/01/20,28/03/2020,
K453,Klinikum Schallerbacherhof für orthopädische Rehabilitation,,48.22895,13.92318,Schallerbacherhofstraße,1,4701,Bad Schallerbach,AT,Austria,,123,,,,,,07249 486 41 0,,http://www.schallerbacherhof.at,01/01/20,28/03/2020,
K470,Linz Kepler Universitätsklinikum,,48.30329,14.30543,Krankenhausstraße,9,4020,Linz,AT,Austria,,1811,,,,,"AN, GEM, IM, KIJU, NEU",,,http://www.jku.at,01/01/20,28/03/2020,
K480,Salzkammergut-Klinikum,,47.91621,13.77961,Miller-von-Aichholz-Straße,49,4810,Gmunden,AT,Austria,,1091,,,,,"AN, GEM, IM, KIJU, PUL",05 055473 0,,http://www.salzkammergut-klinikum.at,01/01/20,28/03/2020,
K481,Therapiezentrum Justuspark Bad Hall,,48.03754,14.20456,Linzer Straße,7,4540,Bad Hall,AT,Austria,,100,,,,,,050405 85550,,http://www.bva.at,01/01/20,28/03/2020,
K505,Rehabilitationszentrum Bad Hofgastein,,47.17556,13.10452,Salzburger Straße,26-30,5630,Bad Hofgastein,AT,Austria,,144,,,,,,06432 6685,,http://www.ska-badhofgastein.at,01/01/20,28/03/2020,
K512,Landesklinik Hallein,,47.68552,13.11271,Bürgermeisterstraße,34,5400,Hallein,AT,Austria,,124,,,,,GEM,05 72 55 44,,,01/01/20,28/03/2020,
K517,Aö Krankenhaus Oberndorf,,47.93665,12.94705,Paracelsusstraße,37,5110,Oberndorf bei Salzburg,AT,Austria,,107,,,,,GEM,06272 4334 601,,http://www.krankenhaus-oberndorf.at,01/01/20,28/03/2020,
K518,Krankenanstalt Obertauern Dr. Aufmesser,,47.24562,13.56428,Obertauern,115,5562,Obertauern,AT,Austria,,3,,,,,,06456 7298,,http://www.aufmesser.at,01/01/20,28/03/2020,
K519,Sanatorium Oberthurnhof  St. Jakob am Thurn,,47.740940426743,13.0948625604493,Dorf,4,5412,Puch bei Hallein,AT,Austria,,12,,,,,,0662 62 33 93 0,,,01/01/20,28/03/2020,
K521,Krankenanstalt Radstadt Dr. Aufmesser,,47.38545,13.46683,Judenbühel,3-5,5550,Radstadt,AT,Austria,,13,,,,,,06452 7501,,http://www.aufmesser.at,01/01/20,28/03/2020,
