id,hospital_name,site_name,lat,lon,geo_qual,street,house_number,postcode,city,cc,country,cap_beds,cap_prac,cap_rooms,emergency,facility_type,public_private,list_specs,tel,email,url,ref_date,pub_date,comments
36,Aarhus Universitetshospital,,56.1662,10.20881,-1,Nørrebrogade 44,,8000,Aarhus C,DK,Denmark,,,,,,,,,,,,16/04/2020,
37,Aarhus Universitetshospital,,56.15901,10.18488,-1,Tage-Hansens Gade 2,,8000,Aarhus,DK,Denmark,,,,,,,,,,,,16/04/2020,
38,Aarhus Universitetshospital,,56.1422093,10.1879341,-1,P.P. Ørums Gade 11,,8000,Aarhus,DK,Denmark,,,,,,,,,,,,16/04/2020,
39,Aarhus Universitetshospital – Samsø,,55.83064,10.59116,-1,Sygehusvej 26,,8305,Samsø,DK,Denmark,,,,,,,,,,,,16/04/2020,
40,Regionshospitalet Randers – Randers,,56.47055,10.05018,-1,Skovlyvej 15,,8930,Randers NØ,DK,Denmark,,,,,,,,,,,,16/04/2020,
41,Regionshospitalet Randers – Grenaa (sundhedshus),,56.41847,10.86303,-1,Sygehusvej 15-19,,8500,Grenå,DK,Denmark,,,,,,,,,,,,16/04/2020,
42,Hospitalsenheden Midt – Viborg,,56.44573,9.40471,-1,Heibergs Allé 4,,8800,Viborg,DK,Denmark,,,,,,,,,,,,16/04/2020,
43,Hospitalsenheden Midt – Silkeborg,,56.17005,9.55954,-1,Falkevej 1A,,8600,Silkeborg,DK,Denmark,,,,,,,,,,,,16/04/2020,
44,Hospitalsenheden Midt – Skive,,56.57271,9.02908,-1,Resensvej 25,,7800,Skive,DK,Denmark,,,,,,,,,,,,16/04/2020,
45,Hospitalsenheden Midt – Hammel Neurocenter,,56.25599,9.8698,-1,Voldbyvej 15A,,8450,Hammel,DK,Denmark,,,,,,,,,,,,16/04/2020,
46,Hospitalsenheden Vest – Lemvig,,56.54989,8.31487,-1,Østergade 30,,7620,Lemvig,DK,Denmark,,,,,,,,,,,,16/04/2020,
47,Hospitalsenheden Vest – Holstebro,,56.3616649,8.6242278,-1,Lægårdvej 12,,7500,Holstebro,DK,Denmark,,,,,,,,,,,,16/04/2020,
48,Hospitalsenheden Vest – Herning,,56.13347244262695,8.949889183044434,-1,Gl. Landevej 61,,7400,Herning,DK,Denmark,,,,,,,,,,,,16/04/2020,
49,Hospitalsenheden Vest – Tarm (sundhedshus),,55.9067747,8.5225795,-1,Kirkegade 3,,6880,Tarm,DK,Denmark,,,,,,,,,,,,16/04/2020,
50,Hospitalsenheden Vest – Ringkøbing (sundhedshus),,56.09065,8.25021,-1,Nørreport 18,,6950,Ringkøbing,DK,Denmark,,,,,,,,,,,,16/04/2020,
51,Regionshospitalet Horsens – Horsens,,55.8635951,9.8732295,-1,Sundvej 30,,8700,Horsens,DK,Denmark,,,,,,,,,,,,16/04/2020,
52,Regionshospitalet Horsens – Brædstrup Livsstilscenter,,55.97382,9.6167,-1,Sygehusvej 20,,8740,Brædstrup,DK,Denmark,,,,,,,,,,,,16/04/2020,
53,Aalborg Universitetshospital – Nord,,57.04996,9.90947,-1,Reberbansgade,,9000,Aalborg,DK,Denmark,,,,,,,,,,,,16/04/2020,
54,"Aalborg Universitetshospital – Syd (Onkologibygningen, Medicinerhuset m.fl.)",,57.0372081,9.906858,-1,Hobrovej 18-22 og Mølleparkvej 4,,9000,Aalborg,DK,Denmark,,,,,,,,,,,,16/04/2020,
55,Aalborg Universitetshospital – Farsø,,56.77763,9.33689,-1,Højgårdsvej 11,,9640,Farsø,DK,Denmark,,,,,,,,,,,,16/04/2020,
56,Aalborg Universitetshospital – Hobro,,56.63326,9.79754,-1,Stolbjergvej 8,,9500,Hobro,DK,Denmark,,,,,,,,,,,,16/04/2020,
57,Regionshospital Nordjylland – Brønderslev Neuroenhed Nord,,57.27724,9.94948,-1,Nørregade 77,,9700,Brønderslev,DK,Denmark,,,,,,,,,,,,16/04/2020,
58,Regionshospital Nordjylland – Skagen (gigt- og rygcenter),,57.71889,10.57651,-1,Hans Baghs Vej 25,,9990,Skagen,DK,Denmark,,,,,,,,,,,,16/04/2020,
59,Regionshospital Nordjylland – Frederikshavn,,57.44646,10.53329,-1,Barfredsvej 83,,9900,Frederikshavn,DK,Denmark,,,,,,,,,,,,16/04/2020,
60,Regionshospital Nordjylland – Hjørring,,57.45156,9.99708,-1,Bispensgade 37,,9800,Hjørring,DK,Denmark,,,,,,,,,,,,16/04/2020,
61,Regionshospital Nordjylland – Thisted,,56.95704,8.69574,-1,Højtoftevej 2,,7700,Thisted,DK,Denmark,,,,,,,,,,,,16/04/2020,
