id,hospital_name,site_name,lat,lon,geo_qual,street,house_number,postcode,city,cc,country,cap_beds,cap_prac,cap_rooms,emergency,facility_type,public_private,list_specs,tel,email,url,ref_date,pub_date
22,OPĆA ŽUPANIJSKA BOLNICA POŽEGA,,45.34331,17.69873,1,OSJEČKA,107,34000,POŽEGA,HR,Croatia,,,,,,,,034/254-555,,,22/09/2017,15/04/2020
23,OPĆA BOLNICA DR. JOSIP BENČEVIĆ SLAVONSKI BROD,,45.1554982954,18.0260934403,2,ANDRIJEŠTAMPARA,42,35000,SLAVONSKI BROD,HR,Croatia,,,,,,,,035/201-201,,,22/09/2017,15/04/2020
24,OPĆA BOLNICA ZADAR,,44.10691,15.2345,1,BOŽEPERIČIĆA,5,23000,ZADAR,HR,Croatia,,,,,,,,023/505-505,,,22/09/2017,15/04/2020
25,OPĆA ŽUPANIJSKA BOLNICA NAŠICE,,45.48892,18.0958,1,ULICABANAJELAČIĆA,6,31500,NAŠICE,HR,Croatia,,,,,,,,031/613-620,,,22/09/2017,15/04/2020
26,OPĆA BOLNICA ŠIBENSKO-KNINSKE ŽUPANIJE,,43.73201,15.89924,1,STJEPANARADIĆA,83,22000,ŠIBENIK,HR,Croatia,,,,,,,,022/ 641-900,,,22/09/2017,15/04/2020
27,OPĆA I VETERANSKA BOLNICA HRVATSKI PONOS KNIN,,44.0521693245,16.2150254502,2,SVETOSLAVASURONJE,12,22300,KNIN,HR,Croatia,,,,,,,,022/641 111,,,22/09/2017,15/04/2020
28,OPĆA ŽUPANIJSKA BOLNICA VINKOVCI,,45.29188,18.81828,1,ZVONARSKA,57,32100,VINKOVCI,HR,Croatia,,,,,,,,032/349-349,,,22/09/2017,15/04/2020
29,OPĆA  ŽUPANIJSKA BOLNICA VUKOVAR,,45.35776,18.99403,1,ŽUPANIJSKA,35,32000,VUKOVAR,HR,Croatia,,,,,,,,032/452-111,,,22/09/2017,15/04/2020
30,OPĆA BOLNICA PULA,,44.8664012528,13.8553098179,2,ZAGREBAČKA,30,52100,PULA,HR,Croatia,,,,,,,,052/376-000,,,22/09/2017,15/04/2020
31,OPĆA BOLNICA DUBROVNIK,,42.64773,18.07614,1,DRROKAMIŠETIĆA,2,20000,DUBROVNIK,HR,Croatia,,,,,,,,020/431-777,,,22/09/2017,15/04/2020
32,ŽUPANIJSKA BOLNICA ČAKOVEC,,46.3934974046,16.4340653522,1,IGKOVAČIĆAE,1,40000,ČAKOVEC,HR,Croatia,,,,,,,,040/375 444,,,22/09/2017,15/04/2020
33,OPĆA BOLNICA ZABOK I BOLNICA HRVATSKIH VETERANA,,46.0176817328,15.9392497147,2,BRAČAK,8,49210,ZABOK,HR,Croatia,,,,,,,,049/204-000,,,22/09/2017,15/04/2020
34,PSIHIJATRIJSKA BOLNICA ZA DJECU I MLADEŽ,,45.8148399624,15.9632698344,2,IVANAKUKULJEVIĆA,11,10000,GRAD ZAGREB,HR,Croatia,,,,,,,,01/4862-501,,,22/09/2017,15/04/2020
35,SPECIJALNA BOLNICA ZA ZAŠTITU DJECE S NEURORAZVOJNIM I MOTORIČKIM SMETNJAMA,,45.8255138395,15.9662988813,3,GOLJAK,2,10000,GRAD ZAGREB,HR,Croatia,,,,,,,,01/4925 200,,,22/09/2017,15/04/2020
36,SPECIJALNA BOLNICA ZA PLUĆNE BOLESTI,,45.8295884804,15.9824961648,3,ROCKEFELLEROVA,3,10000,GRAD ZAGREB,HR,Croatia,,,,,,,,01/4684-400,,,22/09/2017,15/04/2020
37,PSIHIJATRIJSKA BOLNICA SVETI IVAN,,45.8057700757,15.8758249279,3,JANKOMIR,11,10000,GRAD ZAGREB,HR,Croatia,,,,,,,,01/3430-000,,,22/09/2017,15/04/2020
38,DJEČJA BOLNICA SREBRNJAK,,45.82516,15.99328,1,SREBRNJAK,100,10000,GRAD ZAGREB,HR,Croatia,,,,,,,,01/6391 100,,,22/09/2017,15/04/2020
39,SPECIJALNA BOLNICA ZA MED. REHABILITACIJU NAFTALAN,,45.7066643528,16.3857579379,2,OMLADINSKAA,23,10310,IVANIĆ-GRAD,HR,Croatia,,,,,,,,01/2834-555,,,22/09/2017,15/04/2020
40,SPECIJALNA BOLNICA ZA KRONIČNE BOLESTI DJEČJE DOBI GORNJA BISTRA,,45.9167334008,15.9042552477,3,BOLNIČKA,21,10298,GORNJA BISTRA,HR,Croatia,,,,,,,,01/3390-018,,,22/09/2017,15/04/2020
41,SPECIJALNA BOLNICA ZA MEDICINSKU REHABILITACIJU KRAPINSKE TOPLICE,,46.0941897746,15.837110858,2,GAJEVA,2,49217,KRAPINSKE TOPLICE,HR,Croatia,,,,,,,,049/383-100,,,22/09/2017,15/04/2020
42,SPECIJALNA BOLNICA ZA MEDICINSKU REHABILITACIJU STUBIČKE TOPLICE,,45.9774192583,15.9357634375,2,PARKMGUPCA,1,49244,STUBIČKE TOPLICE,HR,Croatia,,,,,,,,049/201 000,,,22/09/2017,15/04/2020
43,NEUROPSIHIJATRIJSKA BOLNICA DR. IVAN BARBOT,,45.5739627451,16.6397281866,2,JELENGRADSKA,1,44317,POPOVAČA,HR,Croatia,,,,,,,,044/569-200,,,22/09/2017,15/04/2020
44,SPECIJALNA BOLNICA ZA PRODUŽENO LIJEČENJE DUGA RESA,,45.4537023844,15.4998051918,2,JOZEFAJERUZALEMA,7,47250,DUGA RESA,HR,Croatia,,,,,,,,047/819-099,,,22/09/2017,15/04/2020
45,SPECIJALNA BOLNICA ZA MEDICINSKU REHABILITACIJU VARAŽDINSKE TOPLICE,,46.20954,16.42057,1,TRGSLOBODE,1,42223,VARAŽDINSKE TOPLICE,HR,Croatia,,,,,,,,042/630-000,,,22/09/2017,15/04/2020
46,BOLNICA ZA MEDICINSKU REHABILITACIJU DARUVARSKE TOPLICE,,45.597194785,17.22704066,2,JULIJEVPARK,1,43500,DARUVAR,HR,Croatia,,,,,,,,043/623-000,,,22/09/2017,15/04/2020
47,"THALASSOTHERAPIA OPATIJA - SPECIJALNA BOLNICA ZA MEDICINSKU REHABILITACIJU BOLESTI SRCA, PLUĆA I REUMATIZMA",,45.3343482672,14.303129321,2,MARŠALATITA,188/1,51410,OPATIJA,HR,Croatia,,,,,,,,051/202-600,,,22/09/2017,15/04/2020
48,"THALASSOTHERAPIA CRIKVENICA, SPECIJALNA BOLNICA ZA MEDICINSKU REAHABILITACIJU PRIMORSKO-GORANSKE ŽUPANIJE",,45.18623,14.67653,1,GAJEVOŠETALIŠTE,21,51260,CRIKVENICA,HR,Croatia,,,,,,,,051/407 666,,,22/09/2017,15/04/2020
49,PSIHIJATRIJSKA BOLNICA RAB,,44.7796041222,14.7216324856,1,KAMPOR,224,51280,RAB,HR,Croatia,,,,,,,,051/750-640,,,22/09/2017,15/04/2020
50,SPECIJALNA BOLNICA ZA MEDICINSKU REHABILITACIJU LIPIK,,45.4135338956,17.1612654583,1,MARIJETEREZIJE,13,34551,LIPIK,HR,Croatia,,,,,,,,034/440-700,,,22/09/2017,15/04/2020
51,SPECIJALNA BOLNICA ZA ORTOPEDIJU BIOGRAD NA MORU,,43.94764,15.44639,1,ZADARSKA,62,23210,BIOGRAD NA MORU,HR,Croatia,,,,,,,,023/206-050,,,22/09/2017,15/04/2020
52,PSIHIJATRIJSKA BOLNICA UGLJAN,,44.112109467,15.1001629095,2,OTOČKIHDRAGOVOLJACA,42,23275,UGLJAN,HR,Croatia,,,,,,,,023/208-200,,,22/09/2017,15/04/2020
53,SPECIJALNA BOLNICA ZA MEDICINSKU REHABILITACIJU BIOKOVKA,,43.3024075238,17.0078829721,3,PUTCVITAČKE,9,21300,MAKARSKA,HR,Croatia,,,,,,,,021/602-200,,,22/09/2017,15/04/2020
54,BOLNICA ZA ORTOPEDIJU I REHABILITACIJU PRIM.DR. MARTIN HORVAT,,45.0990050345,13.6355409359,2,ULICALUIGIMONTI,2,52210,ROVINJ,HR,Croatia,,,,,,,,052/811-011,,,22/09/2017,15/04/2020
55,SPECIJALNA BOLNICA ZA MEDICINSKU REHABILITACIJU KALOS,,42.9682709863,16.7118562414,2,ULICABR,33,20270,VELA LUKA,HR,Croatia,,,,,,,,020/755-100,,,22/09/2017,15/04/2020
56,PSIHIJATRIJSKA BOLNICA LOPAČA,,45.3780160688,14.4407189532,3,LOPAČA,11,51218,DRAŽICE,HR,Croatia,,,,,,,,051/652-200,,,22/09/2017,15/04/2020
57,SPECIJALNA BOLNICA ZA PSIHIJATRIJU I PALIJATIVNU SKRB  SVETI RAFAEL STRMAC,,45.3613859615,17.3755379211,3,"ŠUMETLICA,STRMACNASELJE",4,35404,CERNIK,HR,Croatia,,,,,,,,035/386 700,,,22/09/2017,15/04/2020
58,LJEČILIŠTE TOPUSKO,,45.2953986076,15.9708158329,2,TRGBANAJJELAČIĆA,16,44415,TOPUSKO,HR,Croatia,,,,,,,,044/886-666,,,22/09/2017,15/04/2020
59,LJEČILIŠTE VELI LOŠINJ,,44.5172093104,14.5017649415,2,PODJAVORI,27,51551,VELI LOŠINJ,HR,Croatia,,,,,,,,051/236-111,,,22/09/2017,15/04/2020
60,LJEČILIŠTE BIZOVAČKE TOPLICE,,45.5669441223,18.4511852264,1,SUNČANA,39,31222,BIZOVAC,HR,Croatia,,,,,,,,031/685-340,,,22/09/2017,15/04/2020
61,USTANOVA ZA PALIJATIVNU ZDRAVSTVENU SKRB - HOSPICIJ MARIJA KRUCIFIKSA KOZULIĆ,,45.3339725107,14.4364031708,2,Tizianova,15,51000,Rijeka,HR,Croatia,,,,,,,,051/585-061,,,22/09/2017,15/04/2020
