id,hospital_name,site_name,lat,lon,geo_qual,street,house_number,postcode,city,cc,country,cap_beds,cap_prac,cap_rooms,emergency,facility_type,public_private,list_specs,tel,email,url,ref_date,pub_date
10786879,CENTRE DE PLANIFICATION OU D'EDUCATION FAMILIALE DE BELLEY,,45.76121,5.68498,1,RUE GEORGES GIRERD,52,01300,BELLEY,FR,France,,,,,Centres Hospitaliers,public,,479813518,,,04/03/2020,01/04/2020
20000089,CENTRE HOSPITALIER DE GUISE,,49.9027,3.63965,1,RUE DES DOCTEURS DEVILLERS,858,02120,GUISE,FR,France,,,,,Centres Hospitaliers,public,,323515555,,,04/03/2020,01/04/2020
20000097,CH LA FÈRE,,49.66324,3.36038,1,AVENUE DUPUIS,2,02800,LA FERE,FR,France,,,,,Centres Hospitaliers,public,,323566700,,,04/03/2020,01/04/2020
20000105,CH LE NOUVION-EN-THIÉRACHE,,50.0123,3.77899,1,RUE ANDRÉ RIDDERS,40,02170,LE NOUVION EN THIERACHE,FR,France,,,,,Centres Hospitaliers,public,,323975656,,,04/03/2020,01/04/2020
20000162,CH SAINT-QUENTIN,,49.8604637,3.2690798,1,RUE MICHEL DE L'HOSPITAL,1,02100,ST QUENTIN,FR,France,,,,,Centres Hospitaliers,public,,323067330,,,04/03/2020,01/04/2020
20000246,CH VERVINS,,49.83238,3.90309,1,PLACE DE LA LIBERTÉ,20,02140,VERVINS,FR,France,,,,,Centres Hospitaliers,public,,323916060,,,04/03/2020,01/04/2020
20000394,CH LAON,,49.56219,3.61097,1,RUE MARCELIN BERTHELOT,33,02001,LAON,FR,France,,,,,Centres Hospitaliers,public,,323243333,,,04/03/2020,01/04/2020
20000519,CH SOISSONS,,49.37091,3.33582,1,AVENUE DU GÉNÉRAL DE GAULLE,46,02209,SOISSONS,FR,France,,,,,Centres Hospitaliers,public,,323757070,,,04/03/2020,01/04/2020
20000535,CH CHAUNY,,49.6253903,3.2342238,1,RUE DES ANCIENS COMBATTANTS,94,02300,CHAUNY,FR,France,,,,,Centres Hospitaliers,public,,323385500,,,04/03/2020,01/04/2020
20000915,SSR JACQUES FICHEUX SAINT-GOBAIN,,49.59768,3.4172,1,ROUTE DE SAINT-NICOLAS,,02410,ST GOBAIN,FR,France,,,,,Centres Hospitaliers,public,,323387800,,,04/03/2020,01/04/2020
20001061,CH CHÂTEAU-THIERRY,,49.05116,3.41027,1,ROUTE DE VERDILLY,,02400,CHATEAU THIERRY,FR,France,,,,,Centres Hospitaliers,public,,323696600,,,04/03/2020,01/04/2020
20001087,CH HIRSON,,49.92538,4.07393,1,RUE AUX LOUPS,40,02500,HIRSON,FR,France,,,,,Centres Hospitaliers,public,,323588282,,,04/03/2020,01/04/2020
20003877,SSR CH LAON,,49.55262,3.5971,1,RUE MARGUERITE CLERBOUT SEMILLY-SOUS-LAON,38,02000,LAON,FR,France,,,,,Centres Hospitaliers,public,,323793579,,,04/03/2020,01/04/2020
20004388,CPEF CH SAINT-QUENTIN,,49.86096,3.2675,2,RUE MICHEL DE L'HOSPITAL,1,02321,ST QUENTIN,FR,France,,,,,Centres Hospitaliers,public,,323067380,,,04/03/2020,01/04/2020
20006664,CENTRE PSYCHOTHÉRAPIE CH ST QUENTIN,,49.85821,3.26743,1,RUE DE FAYET,241,02321,ST QUENTIN,FR,France,,,,,Centres Hospitaliers,public,,323067131,,,04/03/2020,01/04/2020
20016366,SMUR CH SAINT-QUENTIN GUISE,,49.9027,3.63965,1,RUE DES DOCTEURS DEVILLERS,858,02120,GUISE,FR,France,,,,,Centres Hospitaliers,public,,,,,04/03/2020,01/04/2020
30000012,CENTRE HOSPITALIER DE NERIS-LES-BAINS,,46.28558,2.66245,1,RUE VOLTAIRE,16,03310,NERIS LES BAINS,FR,France,,,,,Centres Hospitaliers,public,,470085300,,,04/03/2020,01/04/2020
30000061,CENTRE HOSPITALIER DE MOULINS,,46.5703,3.32526,1,AVENUE DU GENERAL DE GAULLE,10,03006,MOULINS,FR,France,,,,,Centres Hospitaliers,public,,470357777,,,04/03/2020,01/04/2020
30000079,CENTRE HOSPITALIER DE MONTLUCON,,46.34274,2.60863,1,AVENUE DU 8 MAI 1945,18,03109,MONTLUCON,FR,France,,,,,Centres Hospitaliers,public,,470023030,,,04/03/2020,01/04/2020
30000087,CH JACQUES LACARIN VICHY,,46.12773,3.43411,1,BOULEVARD DENIERE,,03201,VICHY,FR,France,,,,,Centres Hospitaliers,public,,470973333,,,04/03/2020,01/04/2020
30000095,CENTRE HOSPITALIER DE BOURBON L'ARCHAMBAULT,,46.57685,3.04921,1,GAUTRINIERE,,03160,BOURBON L ARCHAMBAULT,FR,France,,,,,Centres Hospitaliers,public,,470673200,,,04/03/2020,01/04/2020
30002208,CENTRE HOSPITALIER DPT COEUR DU BOURBONNAIS,,46.41976,3.12614,1,LES COMBES,,03240,TRONGET,FR,France,,,,,Centres Hospitaliers,public,,470476060,,,04/03/2020,01/04/2020
30007835,MAISON COMMUNAUTAIRE,,46.56256,3.33204,1,RUE DELORME,22,03000,MOULINS,FR,France,,,,,Centres Hospitaliers,public,,470448940,,,04/03/2020,01/04/2020
30007843,HOPITAL DE JOUR DENIS PAPIN,,46.56617,3.34169,1,RUE DENIS PAPIN,15,03000,MOULINS,FR,France,,,,,Centres Hospitaliers,public,,470465496,,,04/03/2020,01/04/2020
30007868,HOPITAL DE JOUR CLAUDE BERNARD,,46.55911,3.34079,1,RUE CLAUDE BERNARD,7,03400,YZEURE,FR,France,,,,,Centres Hospitaliers,public,,470351209,,,04/03/2020,01/04/2020
30007876,HOPITAL DE JOUR ADOLESCENTS VILLA,,46.55716,3.3416,1,RUE AMPERE,18,03400,YZEURE,FR,France,,,,,Centres Hospitaliers,public,,470466384,,,04/03/2020,01/04/2020
30007942,CH DPT COEUR BOURBONNAIS ST POURCAIN,,46.30375,3.28121,1,RUE DE CHAMPFEUILLET,,03500,ST POURCAIN SUR SIOULE,FR,France,,,,,Centres Hospitaliers,public,,470476060,,,04/03/2020,01/04/2020
30780589,CENTRE HOSPITALIER SPECIALISE D'YZEURE,,46.57577,3.34785,1,ROUTE DE GENNETINES,,03401,YZEURE,FR,France,,,,,Centres Hospitaliers,public,,470357777,,,04/03/2020,01/04/2020
30781637,SERVICE DE PSYCHIATRIE CHATELARD,,46.35762023925781,2.697930097579956,1,,,03170,ST ANGEL,FR,France,,,,,Centres Hospitaliers,public,,470023030,,,04/03/2020,01/04/2020
30783989,CENTRE DE PEDOPSYCHIATRIE JEAN BILLAUD,,46.3421,2.5883,1,RUE JEAN BILLAUD,5,03109,MONTLUCON,FR,France,,,,,Centres Hospitaliers,public,,470036003,,,04/03/2020,01/04/2020
30785042,"HOPITAL DE JOUR "" VICHY-OUEST""",,46.13431,3.42525,1,RUE JEANNE D'ARC,19,03200,VICHY,FR,France,,,,,Centres Hospitaliers,public,,470975148,,,04/03/2020,01/04/2020
30785869,ESPACE CANGUILHEM,,46.12842,3.42235,1,RUE BINTÔT,22,03200,VICHY,FR,France,,,,,Centres Hospitaliers,public,,470984258,,,04/03/2020,01/04/2020
30785885,HOPITAL DE JOUR - PSYCHIATRIE INFANTO JUVENILE,,46.12141,3.42509,1,RUE DU CHATEAU D'EAU,8,03200,VICHY,FR,France,,,,,Centres Hospitaliers,public,,470599808,,,04/03/2020,01/04/2020
40000028,CHI MANOSQUE SITE BANON,,43.88753,5.84344,1,ROUTE DE FORCALQUIER,,04150,BANON,FR,France,,,,,Centres Hospitaliers,public,,492732106,,,04/03/2020,01/04/2020
40000036,ETABLISSEMENT PUBLIC DE SANTE PIERRE GROUES DE BARCELONNETTE,,44.388,6.64933,1,RUE MAURIN,8,04400,BARCELONNETTE,FR,France,,,,,Hôpitaux Locaux,public,,492808020,,,04/03/2020,01/04/2020
40000044,ETABLISSEMENT PUBLIC DE SANTE DUCELIA DE CASTELLANE,,43.84618,6.50679,1,QUAI NOTRE DAME,,04120,CASTELLANE,FR,France,,,,,Hôpitaux Locaux,public,,492839800,,,04/03/2020,01/04/2020
40000069,CHI MANOSQUE SITE FORCALQUIER,,43.95943,5.77709,2,AVENUE DU DOCTEUR EUGENE BERNARD,1,04300,FORCALQUIER,FR,France,,,,,Centres Hospitaliers,public,,492702900,,,04/03/2020,01/04/2020
40000093,CENTRE HOSPITALIER DE MANOSQUE LOUIS RAFFALLI,,43.82731,5.80785,1,RUE AUGUSTE GIRARD,,04101,MANOSQUE,FR,France,,,,,Centres Hospitaliers,public,,492734210,,,04/03/2020,01/04/2020
40000119,ETABLISSEMENT PUBLIC DE SANTE LUMIERE DE RIEZ,,43.81872,6.09072,1,PLACE EMILE BOUTEUIL,,04500,RIEZ,FR,France,,,,,Hôpitaux Locaux,public,,492701016,,,04/03/2020,01/04/2020
40000127,EPS VALLEE DE LA BLANCHE SEYNE LES ALPES,,44.351470947265625,6.358489036560059,1,ROUTE DE SAINT PONS,,04140,SEYNE LES ALPES,FR,France,,,,,Hôpitaux Locaux,public,,492309493,,,04/03/2020,01/04/2020
40000135,CHI DES ALPES DU SUD SITE DE SISTERON,,44.19319,5.9436,1,AVENUE DE LA LIBERATION,4,04200,SISTERON,FR,France,,,,,Centres Hospitaliers,public,,492337000,,,04/03/2020,01/04/2020
40000911,CENTRE HOSPITALIER DE DIGNE LES BAINS,,44.07581,6.18811,1,QUAI SAINT CHRISTOPHE,,04003,DIGNE LES BAINS,FR,France,,,,,Centres Hospitaliers,public,,492301403,,,04/03/2020,01/04/2020
40005035,HOPITAL DE JOUR CASA CH DIGNE,,44.10006,6.23158,1,BOULEVARD VICTOR HUGO,83,04000,DIGNE LES BAINS,FR,France,,,,,Centres Hospitaliers,public,,492322141,,,04/03/2020,01/04/2020
40005043,HOPITAL DE JOUR CH DIGNE,,44.0888,6.23049,1,RUE JULES ARNOUX,8,04000,DIGNE LES BAINS,FR,France,,,,,Centres Hospitaliers,public,,492312634,,,04/03/2020,01/04/2020
40005209,HOP DE JOUR CMP CH DIGNE,,44.09534,6.2344,1,RUE ALPHONSE RICHARD,11,04000,DIGNE LES BAINS,FR,France,,,,,Centres Hospitaliers,public,,492322440,,,04/03/2020,01/04/2020
40787772,CENTRE HOSPITALIER SPECIALISE PSY DIGNE LES BAINS,,44.07581,6.18811,1,QUAI SAINT CHRISTOPHE,,04003,DIGNE LES BAINS,FR,France,,,,,Centres Hospitaliers,public,,492301515,,,04/03/2020,01/04/2020
40788218,HOPITAL DE JOUR YVES ARNOUX MANOSQUE,,43.82734,5.78492,1,ALLEE DU PARC,,04100,MANOSQUE,FR,France,,,,,Centres Hospitaliers,public,,492723252,,,04/03/2020,01/04/2020
40788580,HOPITAL DE JOUR PSY INFANTO JUVENILE CHATEAU ARNOUX,,44.09878,6.01065,1,BOULEVARD DU GENERAL DE GAULLE,68,04160,CHATEAU ARNOUX ST AUBAN,FR,France,,,,,Centres Hospitaliers,public,,492626036,,,04/03/2020,01/04/2020
40788887,HOPITAL DE JOUR PSY GEN SISTERON,,44.19443,5.94483,1,RUE SAINT URSULE,1,04200,SISTERON,FR,France,,,,,Centres Hospitaliers,public,,493054367,,,04/03/2020,01/04/2020
40789232,HOPITAL DE JOUR VILLA VERTE FORCALQUIER,,43.96048,5.77804,2,AVENUE DU DOCTEUR CASIMIR CAIRE,1,04300,FORCALQUIER,FR,France,,,,,Centres Hospitaliers,public,,492301386,,,04/03/2020,01/04/2020
50000132,CENTRE HOSPITALIER BUECH DURANCE,,44.30449676513672,5.806849956512451,2,RUE DU DR PROVANSAL,,05300,LARAGNE MONTEGLIN,FR,France,,,,,Centres Hospitaliers,public,,492651168,,,04/03/2020,01/04/2020
50000223,CENTRE HOSPITALIER AIGUILLES QUEYRAS,,44.77629470825195,6.8767900466918945,2,RUE SAINT JACQUES,,05470,AIGUILLES,FR,France,,,,,Hôpitaux Locaux,public,,492467018,,,04/03/2020,01/04/2020
50000231,CENTRE HOSPITALIER DES ESCARTONS DE BRIANCON,,44.90623,6.63314,1,AVENUE ADRIEN DAURELLE,24,05105,BRIANCON,FR,France,,,,,Centres Hospitaliers,public,,492252100,,,04/03/2020,01/04/2020
50000256,CENTRE HOSPITALIER D'EMBRUN,,44.5614142,6.4927739,1,RUE PIERRE ET MARIE CURIE,8,05200,EMBRUN,FR,France,,,,,Centres Hospitaliers,public,,492437300,,,04/03/2020,01/04/2020
50000330,CHABRE COURT SEJOUR SSR,,44.31601,5.82327,1,PLACE DES AIRES,,05300,LARAGNE MONTEGLIN,FR,France,,,,,Centres Hospitaliers,public,,492650062,,,04/03/2020,01/04/2020
50000348,CHI DES ALPES DU SUD SITE DE GAP,,44.5572292,6.0744459,1,PLACE AUGUSTE MURET,1,05007,GAP,FR,France,,,,,Centres Hospitaliers,public,,492406161,,,04/03/2020,01/04/2020
50003748,LE CORTO MALTESE PSY INFANTO JUVENILE,,44.56637,6.09451,2,AVENUE EMILE DIDIER,4951,05000,GAP,FR,France,,,,,Centres Hospitaliers,public,,492525270,,,04/03/2020,01/04/2020
50005263,HOPITAL DE JOUR PSY INFANTO JUVENILE PRAMBULLE,,44.907478,6.6293325,1,AVENUE ADRIEN DAURELLE,13,05100,BRIANCON,FR,France,,,,,Centres Hospitaliers,public,,492202845,,,04/03/2020,01/04/2020
50005271,HOPITAL DE JOUR LES ISLES PSY INFANTO JUVENILE,,44.31183,5.82282,1,RUE DU MOULIN,11,05300,LARAGNE MONTEGLIN,FR,France,,,,,Centres Hospitaliers,public,,492651168,,,04/03/2020,01/04/2020
60000163,CENTRE HOSPITALIER SAINT MAUR A SAINT ETIENNE DE TINEE,,44.25602,6.92448,1,RUE DROITE,3,06660,ST ETIENNE DE TINEE,FR,France,,,,,Hôpitaux Locaux,public,,493232828,,,04/03/2020,01/04/2020
60000304,CENTRE HOSPITALIER DE BREIL SUR ROYA,,43.9456,7.51469,1,RUE CORDIER,,06540,BREIL SUR ROYA,FR,France,,,,,Hôpitaux Locaux,public,,493043700,,,04/03/2020,01/04/2020
60000411,CH DU PAYS DE LA ROUDOULE PUGET THENIERS,,43.95252,6.89768,1,QUAI LA CONDAMINE,,06260,PUGET THENIERS,FR,France,,,,,Hôpitaux Locaux,public,,493050030,,,04/03/2020,01/04/2020
60000478,CENTRE HOSPITALIER DE GRASSE,,43.61832,6.92979,1,CHEMIN DE CLAVARY,,06135,GRASSE,FR,France,,,,,Centres Hospitaliers,public,,493095501,,,04/03/2020,01/04/2020
60000486,CENTRE HOSPITALIER SAINT ELOI DE SOSPEL,,43.87829,7.45103,1,PLACE SAINT FRANCOIS,,06380,SOSPEL,FR,France,,,,,Hôpitaux Locaux,public,,493043000,,,04/03/2020,01/04/2020
60000494,CENTRE HOSPITALIER SAINT LAZARE DE TENDE,,45.57112925971986,5.953525594782009,2,QUAI SPEGGI ROUTE NATIONALE 204,,06430,TENDE,FR,France,,,,,Hôpitaux Locaux,public,,493046227,,,04/03/2020,01/04/2020
60000510,CENTRE HOSPITALIER D'ANTIBES JUAN LES PINS,,43.60114,7.11723,1,AVENUE DE NICE,107,06606,ANTIBES,FR,France,,,,,Centres Hospitaliers,public,,497247890,,,04/03/2020,01/04/2020
60000536,HOPITAL SAINT ANTOINE,,44.07267,7.25983,1,AVENUE SAINT SARAVALLE,,06450,ST MARTIN VESUBIE,FR,France,,,,,Hôpitaux Locaux,public,,493034364,,,04/03/2020,01/04/2020
60000544,CENTRE HOSPITALIER DE CANNES SIMONE VEIL,,43.56183,7.00509,1,AVENUE DES BROUSSAILLES CS 50008,15,06414,CANNES,FR,France,,,,,Centres Hospitaliers,public,,493697001,,,04/03/2020,01/04/2020
60001450,CHU DE NICE HOPITAL SAINT ROCH,,43.7031,7.27416,1,RUE PIERRE DEVOLUY,5,06006,NICE,FR,France,,,,,Centres Hospitaliers Régionaux,public,,492033322,,,04/03/2020,01/04/2020
60001625,CENTRE JEAN CHANTON ROQUEBILLIERE,,44.01276,7.30198,1,BOULEVARD DU DOCTEUR RENE ROQUES,,06450,ROQUEBILLIERE,FR,France,,,,,Hôpitaux Locaux,public,,493034364,,,04/03/2020,01/04/2020
60002102,CENTRE HOSPITALIER LA PALMOSA DE MENTON,,43.77473831176758,7.504909992218018,2,AVENUE ANTOINE PEGLION,2,06507,MENTON,FR,France,,,,,Centres Hospitaliers,public,,493287777,,,04/03/2020,01/04/2020
60010899,IUFC INSTITUT UNIVERSITAIRE DE LA FACE ET DU COU,,43.72469,7.28033,1,AVENUE DE VALOMBROSE,31,06000,NICE,FR,France,,,,,Centres Hospitaliers Régionaux,public,,492034511,,,04/03/2020,01/04/2020
60023702,USLD CH ANTIBES JUAN LES PINS,,43.59997,7.11954,1,AVENUE DE LA FONTONNE,230,06600,ANTIBES,FR,France,,,,,Centres Hospitaliers,public,,497248282,,,04/03/2020,01/04/2020
60024395,CHU DE NICE ANTENNE SMUR SITE CH LA PALMOSA,,43.77473831176758,7.504909992218018,2,ANTOINE PEGLION,,06507,MENTON,FR,France,,,,,Centres Hospitaliers Régionaux,public,,493287777,,,04/03/2020,01/04/2020
60024411,CHU NICE ANTENNE SMUR SITE HOP PEDIATRIQUES NICE CHU LENVAL,,43.68934,7.24137,1,AVENUE DE LA CALIFORNIE,57,06000,NICE,FR,France,,,,,Centres Hospitaliers Régionaux,public,,492030300,,,04/03/2020,01/04/2020
60024890,HOPITAL DE JOUR PSY LES BOSQUETS,,43.55047,6.98053,1,RUE DU BOSQUET,12,06151,CANNES LA BOCCA,FR,France,,,,,Centres Hospitaliers,public,,492992800,,,04/03/2020,01/04/2020
60024908,HOPITAL DE JOUR PSY ISOLA BELLA,,43.55672,7.02686,1,AVENUE ISOLA BELLA,27,06400,CANNES,FR,France,,,,,Centres Hospitaliers,public,,493697585,,,04/03/2020,01/04/2020
60785003,CHU DE NICE HOPITAL PASTEUR,,43.72364,7.28169,1,AVENUE DE LA VOIE ROMAINE,30,06000,NICE,FR,France,,,,,Centres Hospitaliers Régionaux,public,,492037609,,,04/03/2020,01/04/2020
60787777,HJ CMP CATTP LES VIOLETTES,,43.56183,7.00509,1,AVENUE DES BROUSSAILLES CS 50008,15,06414,CANNES,FR,France,,,,,Centres Hospitaliers,public,,493997814,,,04/03/2020,01/04/2020
60788957,CHU DE NICE HOPITAL DE CIMIEZ,,43.72085,7.27227,1,AVENUE REINE VICTORIA,4,06003,NICE,FR,France,,,,,Centres Hospitaliers Régionaux,public,,492034422,,,04/03/2020,01/04/2020
60789195,CHU DE NICE HOPITAL DE L'ARCHET,,43.69789,7.22539,1,ROUTE SAINT ANTOINE DE GINESTIERE,151,06200,NICE,FR,France,,,,,Centres Hospitaliers Régionaux,public,,492035525,,,04/03/2020,01/04/2020
60789245,CHU DE NICE HOP ANNEXE DE CANTARON,,43.75561,7.30582,1,CHEMIN DE LA LAUVETTE,254,06340,CANTARON,FR,France,,,,,Centres Hospitaliers Régionaux,public,,493549970,,,04/03/2020,01/04/2020
60790177,CHU DE NICE CENTRE DE CONVALESCENCE DE TENDE,,44.06085,7.5878,1,RUE JEAN MEDECIN,3,06430,TENDE,FR,France,,,,,Centres Hospitaliers Régionaux,public,,493035000,,,04/03/2020,01/04/2020
60790573,CHU DE NICE CTRE CONSULTATIONS ET TRAITEMENTS DENTAIRES,,43.7031,7.27416,1,RUE PIERRE DEVOLUY,5,06006,NICE,FR,France,,,,,Centres Hospitaliers Régionaux,public,,492034503,,,04/03/2020,01/04/2020
60793932,CH DE CANNES CTRE DE PLANIFICATION GYN OBS,,43.56183,7.00509,1,AVENUE DES BROUSSAILLES CS 50008,15,06414,CANNES,FR,France,,,,,Centres Hospitaliers,public,,493697100,,,04/03/2020,01/04/2020
60793981,CH PLANIFICATION SCE GYN OBS DE GRASSE,,43.61832,6.92979,1,CHEMIN DE CLAVARY,,06135,GRASSE,FR,France,,,,,Centres Hospitaliers,public,,493705101,,,04/03/2020,01/04/2020
60794021,CH DE CANNES CENTRE DE MOYEN SEJOUR,,43.55672,7.02686,1,AVENUE ISOLA BELLA,27,06400,CANNES,FR,France,,,,,Centres Hospitaliers,public,,493697280,,,04/03/2020,01/04/2020
70000013,CENTRE HOSPITALIER DES VALS D'ARDECHE,,44.73177,4.58729,1,AVENUE PASTEUR,2,07007,PRIVAS,FR,France,,,,,Centres Hospitaliers,public,,475202000,,,04/03/2020,01/04/2020
70000021,CENTRE HOSPITALIER DE JOYEUSE,,44.47904,4.24026,1,RUE DU DOCTEUR PIALAT,,07260,JOYEUSE,FR,France,,,,,Centres Hospitaliers,public,,475399730,,,04/03/2020,01/04/2020
70000039,CENTRE HOSPITALIER DE VALLON PONT D'ARC,,44.40595,4.39473,1,RUE LOUIS CLARON,,07150,VALLON PONT D ARC,FR,France,,,,,Hôpitaux Locaux,public,,475884250,,,04/03/2020,01/04/2020
70000047,CENTRE HOSPITALIER DE VILLENEUVE DE BERG,,44.55817,4.49961,1,RUE DE L'HOPITAL,,07170,VILLENEUVE DE BERG,FR,France,,,,,Hôpitaux Locaux,public,,475888025,,,04/03/2020,01/04/2020
70000062,CENTRE HOSPITALIER DE BOURG SAINT ANDEOL,,44.37628,4.64689,1,RUE PAUL SEMARD,,07700,BOURG ST ANDEOL,FR,France,,,,,Hôpitaux Locaux,public,,475545061,,,04/03/2020,01/04/2020
70000070,CENTRE HOSPITALIER DU CHEYLARD,,44.90408,4.42082,1,RUE FERNAND LAFONT,1,07160,LE CHEYLARD,FR,France,,,,,Hôpitaux Locaux,public,,475298600,,,04/03/2020,01/04/2020
70000112,CENTRE HOSPITALIER LEOPOLD OLLIER,,44.41927,4.13578,1,LE PLOT DU PUECH,,07140,CHAMBONAS,FR,France,,,,,Centres Hospitaliers,public,,475378000,,,04/03/2020,01/04/2020
70000146,CENTRE HOSPITALIER DE LARGENTIERE,,44.54267,4.29102,1,AVENUE DES MARRONNIERS,,07110,LARGENTIERE,FR,France,,,,,Hôpitaux Locaux,public,,475358300,,,04/03/2020,01/04/2020
70000179,CENTRE HOSPITALIER ARDECHE NORD,,45.24237,4.66574,1,RUE DU BON PASTEUR,,07103,ANNONAY,FR,France,,,,,Centres Hospitaliers,public,,475673500,,,04/03/2020,01/04/2020
70000187,CENTRE HOSPITALIER DE LAMASTRE,,44.98887,4.57878,1,AVENUE DU DOCTEUR ELISEE CHARRA,5,07270,LAMASTRE,FR,France,,,,,Hôpitaux Locaux,public,,475061515,,,04/03/2020,01/04/2020
70000195,CENTRE HOSPITALIER DE TOURNON SUR RHONE,,45.05587,4.853,2,RUE DES ALPES,50,07301,TOURNON SUR RHONE,FR,France,,,,,Hôpitaux Locaux,public,,475077507,,,04/03/2020,01/04/2020
70000203,CENTRE HOSPITALIER DE SAINT-FELICIEN,,45.08772,4.63245,1,RUE DU PONT VIEUX,2,07410,ST FELICIEN,FR,France,,,,,Hôpitaux Locaux,public,,475060200,,,04/03/2020,01/04/2020
70000484,CENTRE HOSPITALIER BOIS VERT,,44.65615,4.36902,1,AVENUE PAUL RIBEYRE,19,07600,VALS LES BAINS,FR,France,,,,,Centres Hospitaliers,public,,475378989,,,04/03/2020,01/04/2020
70000609,CENTRE HOSPITALIER D'AUBENAS,,44.61293,4.39827,1,AVENUE DE BELLANDE,14,07205,AUBENAS,FR,France,,,,,Centres Hospitaliers,public,,475356060,,,04/03/2020,01/04/2020
70006804,SSR LEON ROUVEYROL,,44.61237,4.39279,1,AVENUE DE LA GARE,7,07200,AUBENAS,FR,France,,,,,Centres Hospitaliers,public,,475356060,,,04/03/2020,01/04/2020
70780390,CENTRE HOSPITALIER DE SERRIERES,,45.31967,4.76397,1,AVENUE HELVÉTIA,25,07340,SERRIERES,FR,France,,,,,Hôpitaux Locaux,public,,475694200,,,04/03/2020,01/04/2020
70783824,MAISON DE CURE DU MONTOULON,,44.73267,4.59136,2,AVENUE DES ANCIENS COMBATTANTS LE MONTOULON,,07000,PRIVAS,FR,France,,,,,Centres Hospitaliers,public,,475202100,,,04/03/2020,01/04/2020
80000110,CENTRE HOSPITALIER DE SEDAN,,49.7051,4.94053,1,AVENUE GENERAL MARGUERITTE CS 40903,2,08209,SEDAN,FR,France,,,,,Centres Hospitaliers,public,,324228000,,,04/03/2020,01/04/2020
