id,hospital_name,site_name,lat,lon,geo_qual,street,house_number,postcode,city,cc,country,cap_beds,cap_prac,cap_rooms,emergency,facility_type,public_private,list_specs,tel,email,url,ref_date,pub_date
28,"Nuffield Health, Warwickshire Hospital",,52.30849838,-1.543865085,-1,,,CV32 6RW,Leamington Spa,UK,United Kingdom,,,,,Hospital,private,,8000155020,nuffieldhealth.ereferrals@nhs.net,http://www.nuffieldhealth.com/warwickshirehospital,,30/03/2020
29,"Nuffield Health, Leeds Hospital",,53.80065918,-1.554257393,-1,,,LS1 3EB,Leeds,UK,United Kingdom,,,,,Hospital,private,,1133882000,leedsnuffield@nhs.net,https://www.nuffieldhealth.com/hospitals/leeds,,30/03/2020
30,"Nuffield Health, Leicester Hospital",,52.64425659,-1.0712955,-1,,,LE5 1HY,Leicester,UK,United Kingdom,,,,,Hospital,private,,8000155020,nuffieldhealth.ereferrals@nhs.net,http://www.nuffieldhealth.com/leicesterhospital,,30/03/2020
31,"Nuffield Health, Newcastle-upon-Tyne Hospital",,54.98661423,-1.605277061,-1,,,NE2 1JP,Newcastle Upon Tyne,UK,United Kingdom,,,,,Hospital,private,,8000155020,nuffieldhealth.ereferrals@nhs.net,http://www.nuffieldhealth.com/newcastle-upon-tynehospital,,30/03/2020
32,"Nuffield Health, North Staffordshire Hospital",,52.98740768,-2.223027706,-1,,,ST5 4DB,Newcastle Under Lyme,UK,United Kingdom,,,,,Hospital,private,,1782382551,customerservice.enq@nuffieldhealth.com,http://www.nuffieldhealth.com/northstaffordshirehospital,,30/03/2020
33,"Nuffield Health, Plymouth Hospital",,50.41867447,-4.114448071,-1,,,PL6 8BG,Plymouth,UK,United Kingdom,,,,,Hospital,private,,8000155020,nuffieldhealth.ereferrals@nhs.net,http://www.nuffieldhealth.com/plymouthhospital,,30/03/2020
34,"Nuffield Health, Shrewsbury Hospital",,52.69225693,-2.771440506,-1,,,SY3 9DP,Shrewsbury,UK,United Kingdom,,,,,Hospital,private,,8000155020,nuffieldhealth.ereferrals@nhs.net,http://www.nuffieldhealth.com/shrewsburyhospital,,30/03/2020
35,"Nuffield Health, Tees Hospital",,54.59342575,-1.335218549,-1,,,TS20 1PX,Stockton-on-Tees,UK,United Kingdom,,,,,Hospital,private,,8000155020,tees.enquiries2@nuffieldhealth.com,http://www.nuffieldhealth.com/teeshospital,,30/03/2020
36,"Nuffield Health, Taunton Hospital",,51.02984619,-3.126897812,-1,,,TA2 6AN,Taunton,UK,United Kingdom,,,,,Hospital,private,,8000155020,nuffieldhealth.ereferrals@nhs.net,http://www.nuffieldhealth.com/tauntonhospital,,30/03/2020
37,"Nuffield Health, Tunbridge Wells Hospital",,51.13151932,0.278053015,-1,,,TN2 4UL,Tunbridge Wells,UK,United Kingdom,,,,,Hospital,private,,8000155020,nuffieldhealth.ereferrals@nhs.net,http://www.nuffieldhealth.com/tunbridgewellshospital,,30/03/2020
38,"Nuffield Health, Woking Hospital",,51.33221054,-0.561365902,-1,,,GU21 4BY,Woking,UK,United Kingdom,,,,,Hospital,private,,8000155020,nuffieldhealth.ereferrals@nhs.net,http://www.nuffieldhealth.com/wokinghospital,,30/03/2020
39,"Nuffield Health, Wolverhampton Hospital",,52.5934639,-2.171522379,-1,,,WV6 8LE,Wolverhampton,UK,United Kingdom,,,,,Hospital,private,,8000155020,nuffieldhealth.ereferrals@nhs.net,http://www.nuffieldhealth.com/hospitals/wolverhampton,,30/03/2020
40,"Nuffield Health, The Manor Hospital, Oxford",,51.76044464,-1.215518713,-1,,,OX3 7RP,Oxford,UK,United Kingdom,,,,,Hospital,private,,8000155020,nuffieldhealth.ereferrals@nhs.net,http://www.nuffieldhealth.com/themanorhospitaloxford,,30/03/2020
41,"Nuffield Health, York Hospital",,53.97470093,-1.075559855,-1,,,YO31 8TA,York,UK,United Kingdom,,,,,Hospital,private,,8000155020,nuffieldhealth.ereferrals@nhs.net,http://www.nuffieldhealth.com/yorkhospital,,30/03/2020
42,Spire South Bank Hospital,,52.18108749,-2.2162323,-1,,,WR5 3YB,Worcester,UK,United Kingdom,,,,,Hospital,private,,1905350003,cservice-sb@spirehealthcare.com,https://www.spirehealthcare.com/spire-south-bank-hospital/,,30/03/2020
43,Spire Bristol Hospital,,51.47204971,-2.61485076,-1,,,BS6 6UT,Bristol,UK,United Kingdom,,,,,Hospital,private,,1179804000,info@spirebristol.com,https://www.spirehealthcare.com/spire-bristol-hospital/,,30/03/2020
44,Spire Southampton Hospital,,50.93061066,-1.432714343,-1,,,SO16 6UY,Southampton,UK,United Kingdom,,,,,Hospital,private,,2380775544,spire.southampton@nhs.net,https://www.spirehealthcare.com/spire-southampton-hospital/,,30/03/2020
45,Spire Portsmouth Hospital,,50.86859131,-0.955126107,-1,,,PO9 5NP,Havant,UK,United Kingdom,,,,,Hospital,private,,2392456172,info@spireportsmouth.com,https://www.spirehealthcare.com/spire-portsmouth-hospital/,,30/03/2020
46,Spire Gatwick Park Hospital,,51.16768265,-0.183382452,-1,,,RH6 0BB,Horley,UK,United Kingdom,,,,,Hospital,private,,1293778917,spire.nhsteamgpk@nhs.net,https://www.spirehealthcare.com/spire-gatwick-park-hospital/,,30/03/2020
47,Spire Sussex Hospital,,50.88537216,0.567722082,-1,,,TN37 7RE,St. Leonards-on-Sea,UK,United Kingdom,,,,,Hospital,private,,1424757400,info@spiresussex.com,https://www.spirehealthcare.com/spire-sussex-hospital/,,30/03/2020
48,Spire Tunbridge Wells Hospital,,51.13451385,0.188159764,-1,,,TN3 0RD,Tunbridge Wells,UK,United Kingdom,,,,,Hospital,private,,1892740047,info@spiretunbridgewells.com,https://www.spirehealthcare.com/spire-tunbridge-wells-hospital/,,30/03/2020
49,Spire Alexandra Hospital,,51.32793427,0.526541173,-1,,,ME5 9PG,Chatham,UK,United Kingdom,,,,,Hospital,private,,1634687166,cservice-al@spirehealthcare.com,https://www.spirehealthcare.com/spire-alexandra-hospital/,,30/03/2020
50,Spire Wellesley Hospital,,51.55439377,0.727603078,-1,,,SS2 4XH,Southend-on-Sea,UK,United Kingdom,,,,,Hospital,private,,1702462944,spire.wellesley@nhs.net,https://www.spirehealthcare.com/spire-wellesley-hospital/,,30/03/2020
51,Spire London East Hospital,,51.58715439,4.31E-02,-1,,,IG4 5PZ,Ilford,UK,United Kingdom,,,,,Hospital,private,,2087097878,spire.londoneast@nhs.net,https://www.spirehealthcare.com/spire-london-east-hospital,,30/03/2020
52,Spire Bushey Hospital,,51.63734055,-0.331717819,-1,,,WD23 1RD,Bushey,UK,United Kingdom,,,,,Hospital,private,,2089015572,spire.bushey@nhs.net,https://www.spirehealthcare.com/spire-bushey-hospital/,,30/03/2020
53,Spire Harpenden Hospital,,51.82812881,-0.360377461,-1,,,AL5 4BP,Harpenden,UK,United Kingdom,,,,,Hospital,private,,1582763191,spire.harpenden@nhs.net,https://www.spirehealthcare.com/spire-harpenden-hospital/,,30/03/2020
54,Spire Cambridge Lea Hospital,,52.24476242,0.113378502,-1,,,CB24 9EL,Cambridge,UK,United Kingdom,,,,,Hospital,private,,1223266900,info@spirecambridge.com,https://www.spirehealthcare.com/spire-cambridge-lea-hospital/,,30/03/2020
55,Spire Norwich Hospital,,52.62712097,1.225765705,-1,,,NR4 7TD,Norwich,UK,United Kingdom,,,,,Hospital,private,,1603456181,spire.norwich@nhs.net,https://www.spirehealthcare.com/spire-norwich-hospital/,,30/03/2020
56,Spire Hartswood Hospital,,51.60041428,0.293041915,-1,,,CM13 3LE,Brentwood,UK,United Kingdom,,,,,Hospital,private,,1277232525,spire.hartswood@nhs.net,https://www.spirehealthcare.com/spire-hartswood-hospital/,,30/03/2020
57,Spire Parkway Hospital,,52.42188644,-1.763121605,-1,,,B91 2PP,Solihull,UK,United Kingdom,,,,,Hospital,private,,1217041451,spire.parkway@nhs.net,https://www.spirehealthcare.com/spire-parkway-hospital/,,30/03/2020
58,Spire Little Aston Hospital,,52.59960938,-1.875568867,-1,,,B74 3UP,Sutton Coldfield,UK,United Kingdom,,,,,Hospital,private,,1213532444,info@spirelittleaston.com,https://www.spirehealthcare.com/spire-little-aston-hospital/,,30/03/2020
59,Spire Leicester Hospital,,52.61466599,-1.083456755,-1,,,LE2 2FF,Leicester,UK,United Kingdom,,,,,Hospital,private,,1162653685,info@spireleicester.com,https://www.spirehealthcare.com/spire-leicester-hospital/,,30/03/2020
60,Spire Cheshire Hospital,,53.33747482,-2.576329708,-1,,,WA4 4LU,Warrington,UK,United Kingdom,,,,,Hospital,private,,1925265000,spire.cheshire@nhs.net,https://www.spirehealthcare.com/spire-cheshire-hospital/,,30/03/2020
61,Spire Murrayfield Hospital,,53.3492775,-3.080098629,-1,,,CH61 1AU,Wirral,UK,United Kingdom,,,,,Hospital,private,,1516487000,spire.murrayfield.nhsoffice@nhs.net,https://www.spirehealthcare.com/spire-murrayfield-hospital-wirral,,30/03/2020
62,Spire Manchester Hospital,,53.42523193,-2.25366497,-1,,,M20 2AF,Manchester,UK,United Kingdom,,,,,Hospital,private,,1614476677,info@spiremanchester.com,https://www.spirehealthcare.com/spire-manchester-hospital/,,30/03/2020
63,Spire Leeds Hospital,,53.83246994,-1.513913035,-1,,,LS8 1NT,Leeds,UK,United Kingdom,,,,,Hospital,private,,1132693939,spire.leeds@nhs.net,https://www.spirehealthcare.com/spire-leeds-hospital/,,30/03/2020
64,Spire Washington Hospital,,54.87936783,-1.559100747,-1,,,NE38 9JZ,Washington,UK,United Kingdom,,,,,Hospital,private,,1914188669,spire.washington@nhs.net,https://www.spirehealthcare.com/spire-washington-hospital/,,30/03/2020
65,Spire Liverpool Hospital,,53.38527679,-2.924102306,-1,,,L18 1HQ,Liverpool,UK,United Kingdom,,,,,Hospital,private,,1517337123,spire.liverpool@nhs.net,https://www.spirehealthcare.com/spire-liverpool-hospital/,,30/03/2020
66,Spire Regency Hospital,,53.26012802,-2.137799501,-1,,,SK11 8DW,Macclesfield,UK,United Kingdom,,,,,Hospital,private,,1625501150,spire.regencyhospnhs@nhs.net,https://www.spirehealthcare.com/spire-regency-hospital-macclesfield/,,30/03/2020
67,Spire Thames Valley Hospital,,51.54278946,-0.572400808,-1,,,SL3 6NH,Slough,UK,United Kingdom,,,,,Hospital,private,,1753662241,cservice-tv@spirehealthcare.com,https://www.spirehealthcare.com/spire-thames-valley-hospital/,,30/03/2020
68,Spire Dunedin Hospital,,51.45022202,-0.986806393,-1,,,RG1 6NS,Reading,UK,United Kingdom,,,,,Hospital,private,,1189587676,spire.dunedin@nhs.net,https://www.spirehealthcare.com/spire-dunedin-hospital/,,30/03/2020
69,Spire Clare Park Hospital,,51.22512817,-0.847474158,-1,,,GU10 5XX,Farnham,UK,United Kingdom,,,,,Hospital,private,,1252850216,info@spireclarepark.com,https://www.spirehealthcare.com/spire-clare-park-hospital/,,30/03/2020
70,Spire Fylde Coast Hospital,,53.82605743,-3.019570589,-1,,,FY3 8BP,Blackpool,UK,United Kingdom,,,,,Hospital,private,,1253394188,info@spirefyldecoast.com,https://www.spirehealthcare.com/spire-fylde-coast-hospital/,,30/03/2020
71,Spire Elland Hospital,,53.68877792,-1.828913331,-1,,,HX5 9EB,Elland,UK,United Kingdom,,,,,Hospital,private,,1422324000,spire.elland@nhs.net,https://www.spirehealthcare.com/spire-elland-hospital/,,30/03/2020
72,Spire Methley Park Hospital,,53.74044418,-1.423310161,-1,,,LS26 9HG,Leeds,UK,United Kingdom,,,,,Hospital,private,,1977518518,spire.methleypark@nhs.net,https://www.spirehealthcare.com/spire-methley-park-hospital/,,30/03/2020
73,Spire Hull and East Riding Hospital,,53.739254,-0.435012013,-1,,,HU10 7AZ,Hull,UK,United Kingdom,,,,,Hospital,private,,1482659471,spire.hull@nhs.net,https://www.spirehealthcare.com/spire-hull-and-east-riding-hospital/,,30/03/2020
74,The Montefiore Hospital,,50.83185577,-0.154885277,-1,,,BN3 1RD,Hove,UK,United Kingdom,,,,,Hospital,private,,1273828120,montefioreinfo@spirehealthcare.com,http://themontefiorehospital.co.uk/,,30/03/2020
75,BMI The Alexandra Hospital,,53.39726639,-2.21581316,-1,,,SK8 2PX,Cheadle,UK,United Kingdom,,,,,Hospital,private,,1614283656,info@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-the-alexandra-hospital,,30/03/2020
76,BMI Bath Clinic,,51.36428452,-2.332021952,-1,,,BA2 7BR,Bath,UK,United Kingdom,,,,,Hospital,private,,1225835555,bath@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-bath-clinic,,30/03/2020
77,BMI The Beardwood Hospital,,53.75504303,-2.513161898,-1,,,BB2 7AE,Blackburn,UK,United Kingdom,,,,,Hospital,private,,1254507607,beardwood@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-the-beardwood-hospital,,30/03/2020
78,BMI The Beaumont Hospital,,53.57982254,-2.4991045,-1,,,BL6 4LA,Bolton,UK,United Kingdom,,,,,Hospital,private,,1204404404,beaumont@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-the-beaumont-hospital,,30/03/2020
79,BMI Bishops Wood Hospital,,51.61645126,-0.446507066,-1,,,HA6 2JW,Northwood,UK,United Kingdom,,,,,Hospital,private,,1923835814,info@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-bishops-wood-hospital,,30/03/2020
80,BMI The Blackheath Hospital,,51.46347427,6.28E-03,-1,,,SE3 9UD,London,UK,United Kingdom,,,,,Hospital,private,,2083187722,blackheath@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-the-blackheath-hospital,,30/03/2020
81,BMI The Chaucer Hospital,,51.26171875,1.087459326,-1,,,CT4 7AR,Canterbury,UK,United Kingdom,,,,,Hospital,private,,1227825100,chaucer@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-the-chaucer-hospital,,30/03/2020
82,BMI Chelsfield Park Hospital,,51.3584671,0.130860955,-1,,,BR6 7RG,Orpington,UK,United Kingdom,,,,,Hospital,private,,1689877855,chelsfield@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-chelsfield-park-hospital,,30/03/2020
83,BMI The Chiltern Hospital,,51.69053268,-0.69365418,-1,,,HP16 0EN,Great Missenden,UK,United Kingdom,,,,,Hospital,private,,1494890890,chiltern@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-the-chiltern-hospital,,30/03/2020
84,BMI The Clementine Churchill Hospital,,51.56496811,-0.332694322,-1,,,HA1 3RX,Harrow,UK,United Kingdom,,,,,Hospital,private,,2088723872,cch@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-the-clementine-churchill-hospital,,30/03/2020
85,BMI The Droitwich Spa Hospital,,52.26553726,-2.15086627,-1,,,WR9 8DN,Droitwich,UK,United Kingdom,,,,,Hospital,private,,1905793333,droitwich@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-the-droitwich-spa-hospital,,30/03/2020
86,BMI The Esperance Hospital,,50.76611328,0.287030458,-1,,,BN21 3BG,Eastbourne,UK,United Kingdom,,,,,Hospital,private,,1323411188,esperance@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-the-esperance-hospital,,30/03/2020
87,BMI Fawkham Manor Hospital,,51.37290573,0.286065489,-1,,,DA3 8ND,Longfield,UK,United Kingdom,,,,,Hospital,private,,1474879900,fawkham@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-fawkham-manor-hospital,,30/03/2020
88,BMI Hendon Hospital,,51.59371185,-0.224589705,-1,,,NW4 1RP,London,UK,United Kingdom,,,,,Hospital,private,,2084574500,garden@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-hendon-hospital,,30/03/2020
89,BMI Goring Hall Hospital,,50.81138992,-0.431818694,-1,,,BN12 5AT,Worthing,UK,United Kingdom,,,,,Hospital,private,,1903506699,info@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-goring-hall-hospital,,30/03/2020
90,BMI The Harbour Hospital,,50.72200775,-1.975681186,-1,,,BH15 2BH,Poole,UK,United Kingdom,,,,,Hospital,private,,1202244200,info@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-the-harbour-hospital,,30/03/2020
91,BMI The Highfield Hospital,,53.60650635,-2.167490244,-1,,,OL11 4LZ,Rochdale,UK,United Kingdom,,,,,Hospital,private,,1706655121,highfield@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-the-highfield-hospital,,30/03/2020
92,BMI The Kings Oak Hospital,,51.66790009,-0.105554052,-1,,,EN2 8SD,Enfield,UK,United Kingdom,,,,,Hospital,private,,2083709500,kingsoak@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-the-kings-oak-hospital,,30/03/2020
93,BMI The London Independent Hospital,,51.520401,-4.67E-02,-1,,,E1 4NL,London,UK,United Kingdom,,,,,Hospital,private,,2077802400,lih@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-the-london-independent-hospital,,30/03/2020
94,BMI The Manor Hospital,,52.13838577,-0.513136744,-1,,,MK40 4AW,Biddenham,UK,United Kingdom,,,,,Hospital,private,,1234364252,manor@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-the-manor-hospital,,30/03/2020
95,BMI The Meriden Hospital,,52.42121506,-1.438388586,-1,,,CV2 2LQ,Coventry,UK,United Kingdom,,,,,Hospital,private,,2476647000,meriden@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-the-meriden-hospital,,30/03/2020
96,BMI The Park Hospital,,53.0500946,-1.142871261,-1,,,NG5 8RX,Arnold,UK,United Kingdom,,,,,Hospital,private,,1159662000,,https://www.bmihealthcare.co.uk/hospitals/bmi-the-park-hospital,,30/03/2020
97,BMI The Princess Margaret Hospital,,51.47469711,-0.61026597,-1,,,SL4 3SJ,Windsor,UK,United Kingdom,,,,,Hospital,private,,1753743434,info@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-the-princess-margaret-hospital,,30/03/2020
98,BMI The Priory Hospital,,52.45643234,-1.911408663,-1,,,B5 7UG,Birmingham,UK,United Kingdom,,,,,Hospital,private,,1214402323,priory@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-the-priory-hospital,,30/03/2020
99,BMI The Ridgeway Hospital,,51.52532959,-1.786146641,-1,,,SN4 9DD,Swindon,UK,United Kingdom,,,,,Hospital,private,,1793814848,ridgeway@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-the-ridgeway-hospital,,30/03/2020
100,BMI The Runnymede Hospital,,51.37797546,-0.524110198,-1,,,KT16 0RQ,Chertsey,UK,United Kingdom,,,,,Hospital,private,,1932877800,runnymede@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-the-runnymede-hospital,,30/03/2020
101,BMI The Sandringham Hospital,,52.75782013,0.447176158,-1,,,PE30 4HJ,King's Lynn,UK,United Kingdom,,,,,Hospital,private,,1553769770,sandringham@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-the-sandringham-hospital,,30/03/2020
102,BMI Sarum Road Hospital,,51.06130219,-1.338494301,-1,,,SO22 5HA,Winchester,UK,United Kingdom,,,,,Hospital,private,,1962844555,sarum@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-sarum-road-hospital,,30/03/2020
103,BMI The Saxon Clinic,,52.02561569,-0.740350008,-1,,,MK6 5LR,Milton Keynes,UK,United Kingdom,,,,,Hospital,private,,1908665533,saxon@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-the-saxon-clinic,,30/03/2020
104,BMI The Shelburne Hospital,,51.62637711,-0.754729986,-1,,,HP11 2TR,High Wycombe,UK,United Kingdom,,,,,Hospital,private,,1494888700,shelburne@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-the-shelburne-hospital,,30/03/2020
105,BMI Shirley Oaks Hospital,,51.38230133,-5.63E-02,-1,,,CR9 8AB,Croydon,UK,United Kingdom,,,,,Hospital,private,,2086555500,info@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-shirley-oaks-hospital,,30/03/2020
106,BMI The Sloane Hospital,,51.40833282,-4.35E-03,-1,,,BR3 5HS,Beckenham,UK,United Kingdom,,,,,Hospital,private,,2084664000,sloane@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-the-sloane-hospital,,30/03/2020
107,BMI Thornbury Hospital,,53.37451935,-1.517261028,-1,,,S10 3BR,Sheffield,UK,United Kingdom,,,,,Hospital,private,,1142661133,info@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-thornbury-hospital,,30/03/2020
108,BMI Three Shires Hospital,,52.23614502,-0.874308646,-1,,,NN1 5DR,Northampton,UK,United Kingdom,,,,,Hospital,private,,1604620311,threeshires@bmihealthcare.co.uk,https://www.bmihealthcare.co.uk/hospitals/bmi-three-shires-hospital,,30/03/2020
