id,hospital_name,site_name,lat,lon,geo_qual,street,house_number,postcode,city,cc,country,cap_beds,cap_prac,cap_rooms,emergency,facility_type,public_private,list_specs,tel,email,url,ref_date,pub_date,comments
10002251,HDJ ADULTES CHATILLON,,46.123565673828125,4.995977878570557,1,,,01400,CHATILLON SUR CHALARONNE,FR,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,private,,474522406,,,06/03/2020,16/04/2020,
10005239,CENTRE HOSPITALIER DU HAUT BUGEY - GEOVREISSET,,46.259603,5.629924,1,ROUTE DE VEYZIAT,1,01108,OYONNAX,FR,France,,,,,Centre Hospitalier (C.H.),public,,474731001,,,06/03/2020,16/04/2020,
10007300,CLINIQUE AMBULATOIRE CENDANEG,,46.24845,6.08606,1,ROUTE DU NANT,180,01280,PREVESSIN MOENS,FR,France,,,,,Etablissement de Soins Chirurgicaux,,,450428025,,,06/03/2020,16/04/2020,
10007904,HDJ ADULTES MONTLUEL,,45.84932,5.05748,1,AVENUE DE LA GARE,284,01120,MONTLUEL,FR,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,private,,474522440,,,06/03/2020,16/04/2020,
10007920,HDJ ADULTES AMBERIEU,,45.95917,5.35972,1,RUE DES PLATTES,31,01500,AMBERIEU EN BUGEY,FR,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,private,,474522498,,,06/03/2020,16/04/2020,
10008217,HDJ ADULTES BOURG-EN-BRESSE,,46.20751,5.2237,1,RUE D'ALLEMAGNE,4,01000,BOURG EN BRESSE,FR,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,private,,474522497,,,06/03/2020,16/04/2020,
10008852,CRF L'ORCET SITE DU CH DE FLEYRIAT,,46.2222,5.20879,2,ROUTE DE PARIS,900,01012,BOURG EN BRESSE,FR,France,,,,,Etablissement de santé privé autorisé en SSR,private,,437621059,,,06/03/2020,16/04/2020,
10008993,HDJ ENFANTS LA PASSERELLE BOURG-EN-BRESSE,,46.20283,5.22003,1,AVENUE MUSCAT,7,01000,BOURG EN BRESSE,FR,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,private,,474522710,,,06/03/2020,16/04/2020,
10009314,SSR HOTEL DIEU DE FLEYRIAT,,46.20131,5.23251,1,BOULEVARD DE BROU,47,01000,BOURG EN BRESSE,FR,France,,,,,Centre Hospitalier (C.H.),public,,474454647,,,06/03/2020,16/04/2020,
10009702,USLD EMILE PELICAND,,46.20369,5.21913,1,AVENUE LOUIS JOURDAN,10,01002,BOURG EN BRESSE,FR,France,,,,,Etablissement de Soins Longue Durée,public,,474454651,,,06/03/2020,16/04/2020,
10010163,LBM DU CH DE CHAMBERY AIX - SITE DE BELLEY,,45.76121,5.68498,1,RUE GEORGES GIRERD,52,01300,BELLEY,FR,France,,,,,Centre Hospitalier (C.H.),public,,479425966,,,06/03/2020,16/04/2020,
10780195,CLINIQUE DOCTEUR CONVERT,,46.21153,5.2536,1,AVENUE DE JASSERON,62,01000,BOURG EN BRESSE,FR,France,,,,,Etablissement de Soins Pluridisciplinaire,,,474456445,,,06/03/2020,16/04/2020,
10780203,HOPITAL PRIVE D'AMBERIEU,,45.98142,5.35146,1,EN PRAGNAT NORD,,01506,AMBERIEU EN BUGEY,FR,France,,,,,Etablissement de Soins Pluridisciplinaire,,,474389595,,,06/03/2020,16/04/2020,
10780252,CRF L'ORCET,,45.97209,5.60686,1,RUE DU DOCTEUR DELANNOY,180,01110,HAUTEVILLE LOMPNES,FR,France,,,,,Etablissement de santé privé autorisé en SSR,private,,474402201,,,06/03/2020,16/04/2020,
10780278,CTRE DE RÉÉDUCATION MANGINI,,45.97351,5.61456,1,AVENUE FELIX MANGINI,1436,01110,HAUTEVILLE LOMPNES,FR,France,,,,,Etablissement de santé privé autorisé en SSR,private,,474404500,,,06/03/2020,16/04/2020,
10780310,CENTRE DE PNEUMOLOGIE CLAIR SOLEIL,,45.98637,5.60245,1,RUE DES VILLAS,135,01110,HAUTEVILLE LOMPNES,FR,France,,,,,Etablissement de santé privé autorisé en SSR,,,474404949,,,06/03/2020,16/04/2020,
10780328,CENTRE MEDICAL LE MODERN,,45.98044,5.60282,1,RUE DE LA CHAPELLE,311,01110,HAUTEVILLE LOMPNES,FR,France,,,,,Etablissement de santé privé autorisé en SSR,,,474402323,,,06/03/2020,16/04/2020,
10780476,CENTRE SOINS DE SUITE ET READAPT POUR ADOLESCENTS DE CHANAY,,46.0059709,5.7896983,1,RUE DU CHÂTEAU,7,01420,CHANAY,FR,France,,,,,Etablissement de santé privé autorisé en SSR,private,,450568000,,,06/03/2020,16/04/2020,
10780492,CRF ROMANS-FERRARI,,45.82358,4.94485,1,RUE DE LA CHANAL,,01700,MIRIBEL,FR,France,,,,,Etablissement de santé privé autorisé en SSR,private,,437855656,,,06/03/2020,16/04/2020,
10780708,CLINIQUE SOINS DE SUITE ET READAPTATION CHATEAU DE GLETEINS,,45.9906407,4.7567449,1,RUE EDOUARD HERRIOT,315,01480,JASSANS RIOTTIER,FR,France,,,,,Etablissement de santé privé autorisé en SSR,,,474098900,,,06/03/2020,16/04/2020,
10780799,CTRE DE MPR CHATEAU D'ANGEVILLE,,45.98104,5.6061,1,RUE DU 11 NOVEMBRE 1918,,01110,HAUTEVILLE LOMPNES,FR,France,,,,,Etablissement de santé privé autorisé en SSR,private,,474404300,,,06/03/2020,16/04/2020,
10780823,USLD HOTEL DIEU,,46.20131,5.23251,1,BOULEVARD DE BROU,47,01000,BOURG EN BRESSE,FR,France,,,,,Etablissement de Soins Longue Durée,public,,474454647,,,06/03/2020,16/04/2020,
10786259,USLD CH DE NANTUA,,46.148675,5.608094,1,RUE PAUL PAINLEVÉ,50,01130,NANTUA,FR,France,,,,,Etablissement de Soins Longue Durée,public,,474731001,,,06/03/2020,16/04/2020,
10786879,CENTRE DE PLANIFICATION OU D'EDUCATION FAMILIALE DE BELLEY,,45.76121,5.68498,1,RUE GEORGES GIRERD,52,01300,BELLEY,FR,France,,,,,Centre Hospitalier (C.H.),public,,479813518,,,06/03/2020,16/04/2020,
10788008,USLD CH PONT DE VEYLE,,46.2634,4.89012,1,RUE PIERRE GOUJON,,01290,PONT DE VEYLE,FR,France,,,,,Etablissement de Soins Longue Durée,public,,385362350,,,06/03/2020,16/04/2020,
10789022,USLD CH DU PAYS DE GEX,,46.3223,6.05781,1,RUE MARC PANISSOD,160,01174,GEX,FR,France,,,,,Etablissement de Soins Longue Durée,public,,450403838,,,06/03/2020,16/04/2020,
10789576,USLD,,45.92673,4.82971,1,CHEMIN DE VEISSIEUX LE HAUT,941,01600,REYRIEUX,FR,France,,,,,Etablissement de Soins Longue Durée,public,,474105510,,,06/03/2020,16/04/2020,
10789717,USLD CH D'OYONNAX,,46.25554,5.65045,1,RUE BELLEVUE,1,01108,OYONNAX,FR,France,,,,,Etablissement de Soins Longue Durée,public,,474731001,,,06/03/2020,16/04/2020,
20000089,CENTRE HOSPITALIER DE GUISE,,49.9024,3.63989,1,RUE DES DOCTEURS DEVILLERS,858,02120,GUISE,FR,France,,,,,Centre Hospitalier (C.H.),public,,323515555,,,06/03/2020,16/04/2020,
20000097,CH LA FÈRE,CENTRE GÉRONTOLOGIQUE,49.66297,3.35921,1,AVENUE DUPUIS,2,02800,LA FERE,FR,France,,,,,Centre Hospitalier (C.H.),public,,323566700,,,06/03/2020,16/04/2020,
20000105,CH LE NOUVION-EN-THIÉRACHE,,50.01177,3.77788,1,RUE ANDRÉ RIDDERS,40,02170,LE NOUVION EN THIERACHE,FR,France,,,,,Centre Hospitalier (C.H.),public,,323975656,,,06/03/2020,16/04/2020,
20000154,HJ EPSMD SAINT-QUENTIN,ENFANTS ET ADOLESCENTS,49.84241,3.26461,1,RUE DU DOCTEUR CORDIER,222,02100,ST QUENTIN,FR,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,323607700,,,06/03/2020,16/04/2020,
20000162,CH SAINT-QUENTIN,,49.86096,3.2675,2,RUE MICHEL DE L'HOSPITAL,1,02321,ST QUENTIN,FR,France,,,,,Centre Hospitalier (C.H.),public,,323067330,,,06/03/2020,16/04/2020,
20000246,CH VERVINS,,49.83234,3.90282,1,PLACE DE LA LIBERTÉ,20,02140,VERVINS,FR,France,,,,,Centre Hospitalier (C.H.),public,,323916060,,,06/03/2020,16/04/2020,
20000303,HOPITAL VILLIERS SAINT-DENIS - RENAISSANCE SANITAIRE,LA RENAISSANCE SANITAIRE,48.99886,3.26822,1,RUE VICTOR ET LOUISE MONTFORT,1,02310,VILLIERS ST DENIS,FR,France,,,,,Etablissement de Soins Pluridisciplinaire,private,,323707522,,,06/03/2020,16/04/2020,
20000360,CLINIQUE COURLANCY SOISSONS,CLINIQUE SAINT CHRISTOPHE,49.37733,3.31227,1,RUE DE LA VICTOIRE,30,02200,SOISSONS,FR,France,,,,,Etablissement de Soins Chirurgicaux,,,323755252,,,06/03/2020,16/04/2020,
20000394,CH LAON,,49.56219,3.61097,1,RUE MARCELIN BERTHELOT,33,02001,LAON,FR,France,,,,,Centre Hospitalier (C.H.),public,,323243333,,,06/03/2020,16/04/2020,
20000519,CH SOISSONS,,49.37091,3.33582,1,AVENUE DU GÉNÉRAL DE GAULLE,46,02209,SOISSONS,FR,France,,,,,Centre Hospitalier (C.H.),public,,323757070,,,06/03/2020,16/04/2020,
20000535,CH CHAUNY,,49.61927,3.20645,2,SQ DES ANCIENS COMBATTANTS,94,02303,CHAUNY,FR,France,,,,,Centre Hospitalier (C.H.),public,,323385500,,,06/03/2020,16/04/2020,
20000543,ETS PUB SANTÉ MENTALE DE L'AISNE,,49.54444,3.41112,1,AVENUE DE L'HÔPITAL,,02320,PREMONTRE,FR,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,323236666,,,06/03/2020,16/04/2020,
20000915,SSR JACQUES FICHEUX SAINT-GOBAIN,,49.59768,3.4172,1,ROUTE DE SAINT-NICOLAS,,02410,ST GOBAIN,FR,France,,,,,Centre Hospitalier (C.H.),public,,323387800,,,06/03/2020,16/04/2020,
20001061,CH CHÂTEAU-THIERRY,,49.05116,3.41027,1,ROUTE DE VERDILLY,,02400,CHATEAU THIERRY,FR,France,,,,,Centre Hospitalier (C.H.),public,,323696600,,,06/03/2020,16/04/2020,
20001087,CH HIRSON,BRISSET,49.92539,4.07331,1,RUE AUX LOUPS,40,02500,HIRSON,FR,France,,,,,Centre Hospitalier (C.H.),public,,323588282,,,06/03/2020,16/04/2020,
20002051,FOYER THÉRAPEUTIQUE EPSM AISNE,,49.38159,3.31382,1,AVENUE DE COMPIÈGNE,28,02200,SOISSONS,FR,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,323530206,,,06/03/2020,16/04/2020,
20002739,LITS DE PROXIMITÉ EPSMD AISNE,SECTEUR D,49.37031,3.33269,1,RUE D'OULCHY LE CHÂTEAU,26,02200,BELLEU,FR,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,323728093,,,06/03/2020,16/04/2020,
20002788,CENTRE PSYCHOTHÉRAPIQUE  EPSMD AISNE,,48.99886,3.26822,1,RUE VICTOR ET LOUISE MONTFORT,1,02310,VILLIERS ST DENIS,FR,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,323829820,,,06/03/2020,16/04/2020,
20003877,SSR CH LAON,,49.55262,3.5971,1,RUE MARGUERITE CLERBOUT SEMILLY-SOUS-LAON,38,02000,LAON,FR,France,,,,,Centre Hospitalier (C.H.),public,,323793579,,,06/03/2020,16/04/2020,
20003919,HJ EPSMD ÉTAMPES-SUR-MARNE,,49.03554,3.40679,1,AVENUE ERNEST COUVRECELLE,1,02400,ETAMPES SUR MARNE,FR,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,323691039,,,06/03/2020,16/04/2020,
20004388,CPEF CH SAINT-QUENTIN,,49.86096,3.2675,2,RUE MICHEL DE L'HOSPITAL,1,02321,ST QUENTIN,FR,France,,,,,Centre Hospitalier (C.H.),public,,323067380,,,06/03/2020,16/04/2020,
20004529,HJ EPSMD HIRSON,,49.92187,4.06578,1,RUE DE GUISE,145,02500,HIRSON,FR,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,323585033,,,06/03/2020,16/04/2020,
20004677,USLD CH SOISSONS,L'ÉCLAIRCIE,49.37044,3.33252,1,RUE D'OULCHY LE CHÂTEAU,,02200,BELLEU,FR,France,,,,,Etablissement de Soins Longue Durée,public,,323757451,,,06/03/2020,16/04/2020,
20004727,USLD CH CHAUNY,,49.61927,3.20645,2,SQ DES ANCIENS COMBATTANTS,94,02300,CHAUNY,FR,France,,,,,Etablissement de Soins Longue Durée,public,,323385402,,,06/03/2020,16/04/2020,
20004990,CENTRE POUR ADOLESCENTS EPSMD AISNE,,49.62148,3.21883,1,CHEMIN DE LA JUSTICE,3,02300,CHAUNY,FR,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,323392611,,,06/03/2020,16/04/2020,
20005088,HJ EPSMD LAON,,49.56487,3.61221,1,RUE DU 13 OCTOBRE 1918,33,02000,LAON,FR,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,323202555,,,06/03/2020,16/04/2020,
20005476,USLD CH LAON,LES TUILLERIES,49.55262,3.5971,1,RUE MARGUERITE CLERBOUT,38,02000,LAON,FR,France,,,,,Etablissement de Soins Longue Durée,public,,323249300,,,06/03/2020,16/04/2020,
20006151,HJ EPSMD LA FÈRE,HÔPITAL DE JOUR ENFANTS,49.66,3.37384,1,AVENUE DU GÉNÉRAL LECLERC,3,02800,LA FERE,FR,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,323566770,,,06/03/2020,16/04/2020,
20006664,CENTRE PSYCHOTHÉRAPIE CH ST QUENTIN,,49.85821,3.26743,1,RUE DE FAYET,241,02321,ST QUENTIN,FR,France,,,,,Centre Hospitalier (C.H.),public,,323067131,,,06/03/2020,16/04/2020,
20007183,CENTRE BORROMEE EPSM AISNE,,49.56606,3.62898,1,AVENUE GAMBETTA,9,02000,LAON,FR,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,323233322,,,06/03/2020,16/04/2020,
20008793,HJ EPSMD TERGNIER,HERMANN SIMON,49.65534,3.28676,1,RUE HENRI BRISSON,6,02700,TERGNIER,FR,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,323575333,,,06/03/2020,16/04/2020,
20009007,USLD CH GUISE,,49.9024,3.63989,1,RUE DES DOCTEURS DEVILLERS,858,02120,GUISE,FR,France,,,,,Etablissement de Soins Longue Durée,public,,323515525,,,06/03/2020,16/04/2020,
20009494,CENTRE EPSMD02 CHAUNY,JACQUES LACAN,49.61927,3.20645,2,SQ DES ANCIENS COMBATTANTS,94,02303,CHAUNY,FR,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,323395455,,,06/03/2020,16/04/2020,
20009684,USLD MSB BOHAIN-EN-VERMANDOIS,MAISON DE SANTÉ ET CURE MÉDICALE,49.98381,3.46153,1,RUE OLIVIER DEGUISE,57,02110,BOHAIN EN VERMANDOIS,FR,France,,,,,Etablissement de Soins Longue Durée,public,,323075300,,,06/03/2020,16/04/2020,
20009874,USLD CH SAINT-QUENTIN,RÉSIDENCE SAINT-LAURENT,49.86096,3.2675,2,RUE MICHEL DE L'HOSPITAL,1,02321,ST QUENTIN,FR,France,,,,,Etablissement de Soins Longue Durée,public,,323067399,,,06/03/2020,16/04/2020,
20010047,HOPITAL PRIVE SAINT CLAUDE,,49.85949,3.31028,1,BOULEVARD DU DOCTEUR SCHWEITZER CS 90448,1,02315,ST QUENTIN,FR,France,,,,,Etablissement de Soins Pluridisciplinaire,,,323645002,,,06/03/2020,16/04/2020,
20010310,SSR AURORE BUCY-LE-LONG,,49.3931,3.39256,1,RUE DUTOUR DE NOIRFOSSE,2,02880,BUCY LE LONG,FR,France,,,,,Etablissement de santé privé autorisé en SSR,private,,323722280,,,06/03/2020,16/04/2020,
20012605,UNITE DE PROXIMITÉ CHARLES LASEGUE,EPSMD AISNE,49.56349,3.61317,1,RUE DEVISME,3,02000,LAON,FR,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,323263300,,,06/03/2020,16/04/2020,
20012845,HJ EPSMD CROUY,,49.40145,3.35609,1,AVENUE DU GÉNÉRAL PATTON,18,02880,CROUY,FR,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,323595411,,,06/03/2020,16/04/2020,
20014098,CENTRE PSYCHOTHÉRAPIQUE EPSMDA HIRSON,,49.92539,4.07331,1,RUE AUX LOUPS,40,02500,HIRSON,FR,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,323588340,,,06/03/2020,16/04/2020,
20014502,URCA EPSMD AISNE,LE CHALLENGE,49.541358947753906,3.4119999408721924,1,FERME DU LIEU BUIN,,02320,PREMONTRE,FR,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,323218830,,,06/03/2020,16/04/2020,
20016341,SSR RENAISSANCE SOISSONS,,49.37091,3.33582,1,AVENUE DU GÉNÉRAL DE GAULLE,46,02200,SOISSONS,FR,France,,,,,Etablissement de santé privé autorisé en SSR,private,,,,,06/03/2020,16/04/2020,
20016366,SMUR CH SAINT-QUENTIN GUISE,,49.9024,3.63989,1,RUE DES DOCTEURS DEVILLERS,858,02120,GUISE,FR,France,,,,,Centre Hospitalier (C.H.),public,,,,,06/03/2020,16/04/2020,
30000012,CENTRE HOSPITALIER DE NERIS-LES-BAINS,,46.28558,2.66245,1,RUE VOLTAIRE,16,03310,NERIS LES BAINS,FR,France,,,,,Centre Hospitalier (C.H.),public,,470085300,,,06/03/2020,16/04/2020,
30000061,CENTRE HOSPITALIER DE MOULINS,,46.5703,3.32526,1,AVENUE DU GENERAL DE GAULLE,10,03006,MOULINS,FR,France,,,,,Centre Hospitalier (C.H.),public,,470357777,,,06/03/2020,16/04/2020,
30000079,CENTRE HOSPITALIER DE MONTLUCON,,46.34274,2.60863,1,AVENUE DU 8 MAI 1945,18,03109,MONTLUCON,FR,France,,,,,Centre Hospitalier (C.H.),public,,470023030,,,06/03/2020,16/04/2020,
30000087,CH JACQUES LACARIN VICHY,,46.12773,3.43411,1,BOULEVARD DENIERE,,03201,VICHY,FR,France,,,,,Centre Hospitalier (C.H.),public,,470973333,,,06/03/2020,16/04/2020,
30000095,CENTRE HOSPITALIER DE BOURBON L'ARCHAMBAULT,,46.57685,3.04921,1,GAUTRINIERE,,03160,BOURBON L ARCHAMBAULT,FR,France,,,,,Centre Hospitalier (C.H.),public,,470673200,,,06/03/2020,16/04/2020,
30000160,CENTRE HOSPITALIER SPECIALISE D'AINAY LE CHATEAU,,46.70913,2.6909,1,RUE DU PAVE,6B,03360,AINAY LE CHATEAU,FR,France,,,,,Centre Hospitalier Spécialisé lutte Maladies Mentales,public,,470022626,,,06/03/2020,16/04/2020,
30001234,CENTRE DE SOINS DE LONGUE DUREE,CH SPÉCIALSÉ INTERDÉPARTEMENTAL,46.70913,2.6909,1,RUE DU PAVÉ,6B,03360,AINAY LE CHATEAU,FR,France,,,,,Etablissement de Soins Longue Durée,public,,470022626,,,06/03/2020,16/04/2020,
30002208,CENTRE HOSPITALIER DPT COEUR DU BOURBONNAIS,,46.41976,3.12614,1,LES COMBES,,03240,TRONGET,FR,France,,,,,Centre Hospitalier (C.H.),public,,470476060,,,06/03/2020,16/04/2020,
30007835,MAISON COMMUNAUTAIRE,,46.56256,3.33204,1,RUE DELORME,22,03000,MOULINS,FR,France,,,,,Centre Hospitalier (C.H.),public,,470448940,,,06/03/2020,16/04/2020,
30007843,HOPITAL DE JOUR DENIS PAPIN,,46.56617,3.34169,1,RUE DENIS PAPIN,15,03000,MOULINS,FR,France,,,,,Centre Hospitalier (C.H.),public,,470465496,,,06/03/2020,16/04/2020,
30007868,HOPITAL DE JOUR CLAUDE BERNARD,,46.55911,3.34079,1,RUE CLAUDE BERNARD,7,03400,YZEURE,FR,France,,,,,Centre Hospitalier (C.H.),public,,470351209,,,06/03/2020,16/04/2020,
30007876,HOPITAL DE JOUR ADOLESCENTS VILLA,,46.55716,3.3416,1,RUE AMPERE,18,03400,YZEURE,FR,France,,,,,Centre Hospitalier (C.H.),public,,470466384,,,06/03/2020,16/04/2020,
30007942,CH DPT COEUR BOURBONNAIS ST POURCAIN,,46.30375,3.28121,1,RUE DE CHAMPFEUILLET,,03500,ST POURCAIN SUR SIOULE,FR,France,,,,,Centre Hospitalier (C.H.),public,,470476060,,,06/03/2020,16/04/2020,
30780548,POLYCLINIQUE LA PERGOLA,,46.14389,3.41497,1,ALLEE DES AILES,75,03205,VICHY,FR,France,,,,,Etablissement de Soins Pluridisciplinaire,,,826399911,,,06/03/2020,16/04/2020,
30780589,CENTRE HOSPITALIER SPECIALISE D'YZEURE,,46.57577,3.34785,1,ROUTE DE GENNETINES,,03401,YZEURE,FR,France,,,,,Centre Hospitalier (C.H.),public,,470357777,,,06/03/2020,16/04/2020,
30781116,HOPITAL PRIVE ST FRANCOIS - POLYCLINIQUE ST ANTOINE,,46.34514,2.61879,1,RUE AMBROISE CROIZAT,8,03630,DESERTINES,FR,France,,,,,Etablissement de Soins Pluridisciplinaire,,,826399929,,,06/03/2020,16/04/2020,
30781603,CENTRE DE SOINS LONGUE DUREE COURTAIS,CENTRE HOSPITALIER,46.34274,2.60863,1,AVENUE DU 8 MAI 1945,18,03100,MONTLUCON,FR,France,,,,,Etablissement de Soins Longue Durée,public,,470023030,,,06/03/2020,16/04/2020,
30781637,SERVICE DE PSYCHIATRIE CHATELARD,CH DE MONTLUCON,46.35762023925781,2.697930097579956,1,,,03170,ST ANGEL,FR,France,,,,,Centre Hospitalier (C.H.),public,,470023030,,,06/03/2020,16/04/2020,
30783583,ULSD CH JACQUES LACARIN VICHY,CENTRE HOSPITALIER,46.12773,3.43411,1,BOULEVARD DENIERE,,03201,VICHY,FR,France,,,,,Etablissement de Soins Longue Durée,public,,470973333,,,06/03/2020,16/04/2020,
30783989,CENTRE DE PEDOPSYCHIATRIE JEAN BILLAUD,CENTRE HOSPITALIER DE MONTLUÇON,46.3421,2.5883,1,RUE JEAN BILLAUD,5,03109,MONTLUCON,FR,France,,,,,Centre Hospitalier (C.H.),public,,470036003,,,06/03/2020,16/04/2020,
30785042,"HOPITAL DE JOUR "" VICHY-OUEST""",,46.13431,3.42525,1,RUE JEANNE D'ARC,19,03200,VICHY,FR,France,,,,,Centre Hospitalier (C.H.),public,,470975148,,,06/03/2020,16/04/2020,
30785190,UNITE DE SOINS DE LONGUE DUREE,,46.5703,3.32526,1,AVENUE DU GENERAL DE GAULLE,10,03006,MOULINS,FR,France,,,,,Etablissement de Soins Longue Durée,public,,470207777,,,06/03/2020,16/04/2020,
30785430,POLYCLINIQUE SAINT-ODILON,,46.54176,3.3364,1,AVENUE PROFESSEUR E SORREL,32,03000,MOULINS,FR,France,,,,,Etablissement de Soins Pluridisciplinaire,,,470443242,,,06/03/2020,16/04/2020,
30785869,ESPACE CANGUILHEM,,46.12842,3.42235,1,RUE BINTÔT,22,03200,VICHY,FR,France,,,,,Centre Hospitalier (C.H.),public,,470984258,,,06/03/2020,16/04/2020,
30785885,HOPITAL DE JOUR - PSYCHIATRIE INFANTO JUVENILE,,46.12141,3.42509,1,RUE DU CHATEAU D'EAU,8,03200,VICHY,FR,France,,,,,Centre Hospitalier (C.H.),public,,470599808,,,06/03/2020,16/04/2020,
40000028,CHI MANOSQUE SITE BANON,,43.88753,5.84344,1,ROUTE DE FORCALQUIER,,04150,BANON,FR,France,,,,,Centre Hospitalier (C.H.),public,,492732106,,,06/03/2020,16/04/2020,
40000036,ETABLISSEMENT PUBLIC DE SANTE PIERRE GROUES DE BARCELONNETTE,,44.388,6.64933,1,RUE MAURIN,8,04400,BARCELONNETTE,FR,France,,,,,"Centre hospitalier, ex Hôpital local",public,,492808020,,,06/03/2020,16/04/2020,
