country,cap_beds,name,lon,id,data_year,url,lat
RO,365,Spitalul Municipal Medias Consiliul Local Medias,24.356738,216,2020?,http://spitalulmedias.ro,46.163006
RO,67,Spitalul Orasenesc Brezoi Consiliul Local Brezoi,24.245823,251,2020?,spitalulbrezoi.ro,45.342237
RO,343,Spitalul Orasenesc Targu Carbunesti Consiliul Local Targu Carbunesti,23.5134908,127,2020?,www.spitalcarbunesti.ro,44.9625323
RO,270,Spitalul Orasenesc Pucioasa Consiliul Local Pucioasa,25.435066,102,2020?,www.spitalpucioasa.ro,45.072308
RO,206,Spitalul de Psihiatrie Sf. Maria Vedea,24.62328,21,2020?,,44.780129
RO,527,Spitalul Judetean de Urgenta Slobozia Consiliul Judetean Ialomita,27.36014,145,2020?,www.spitalslobozia.ro,44.55536
RO,295,Spitalul Clinic de Boli Infectioase V. Babeș Timisoara Consiliul Local Timisoara,21.259199,237,2020?,www.spitalul-vbabes-tm.ro,45.768661
RO,1153,Spitalul Judetean de Urgenta Slatina Consiliul Judetean Olt,24.367933,184,2020?,www.spjslatina.ro,44.432156
RO,441,Spitalul Municipal Campulung Consiliul Local Campulung,25.038598,17,2020?,www.smcm.ro,45.264942
RO,325,Institutul de Urgenta pentru Boli Cardiovasculare prof. dr. C.C. Iliescu,26.154145,341,2020?,www.cardioiliescu.ro,44.46514
RO,60,Spitalul Orasenesc Targu Bujor Consiliul Local Targu Bujor,27.912129,115,2020?,www.spitaltgbujor.ro,45.869797
RO,226,Spitalul Orasenesc Beclean Consiliul Local Beclean,24.1866838,43,2020?,spitalbeclean.ro,47.1832834
RO,891,Spitalul de Cardiologie Covasna Dr. B. Geza,26.209785,314,2020?,www.cardiologie-covasna.ro,45.845386
RO,430,Spitalul de Psihiatrie si pentru Masuri de Siguranta Jebel,21.200126,330,2020?,www.spitaljebel.ro,45.565168
RO,108,Spitalul Orasenesc Otelu Rosu Consiliul Local Otelu Rosu,22.367823,70,2020?,spiorcs@gmail.com,45.525582
RO,114,Centrul Medical Clinic de Recuperare Neuropsihomotorie Copii Dr. N. Robănescu,26.107904,355,2020?,WWW.RECUPERARECOPII.RO,44.389839
RO,1353,Spitalul Judetean de Urgenta Ramnicu Valcea,24.362891,249,2020?,,45.118599
RO,206,Spitalul Clinic Dr. C.I. Parhon Iasi Consiliul Local Iasi,27.56812,154,2020?,www.spitalulparhoniasi.ro,47.180416
RO,123,Spitalul Orasenesc Corabia Consiliul Local Corabia,24.511239,187,2020?,www.spitalcorabia.ro,43.772851
RO,160,Spitalul de Pneumoftiziologie Brasov Consiliul Judetean Brasov,25.5738145,59,2020?,pneumologie.ro,45.6429901
RO,321,Spitalul Clinic de Urgenta Iasi N. Oblu,27.606068,148,2020?,www.neuroiasi.ro,47.161058
RO,115,Spitalul Orasenesc Faget,22.171118,240,2020?,,45.844833
RO,40,Spitalul de Boli Cronice Calinesti,25.049171,374,2020?,www.spitaluldebolicronicecalinesti.com,44.804494
RO,298,Spitalul Municipal Caritas Rosiori de Vede Consiliul Local Rosiori de Vede,24.987888,230,2020?,www.spitalulcaritasrosiori.ro,44.108296
RO,170,Spitalul de Pneumoftiziologie Sibiu Consiliul Judetean Sibiu,24.143229,219,2020?,www.spital-tbc.ro,45.795215
RO,524,Spitalul Judetean de Urgenta Giurgiu Consiliul Judetean Giurgiu,25.674534,120,2020?,http://www.spitalul-jud-giurgiu.ro,44.344722
RO,124,Spitalul Orasenesc Zimnicea Consiliul Local Zimnicea,25.364814,232,2020?,www.spitalulorasenesczimnicea.ro,43.650827
RO,328,Spitalul de Psihiatrie Tulghes Consiliul Judetean Harghita,25.761309,134,2020?,www.psihiatrietulghes.ro,46.960716
RO,625,Spitalul Clinic de Urgenta pentru Copii SF MARIA Iasi Consiliul Judetean Iasi,27.607913,149,2020?,www.sfmaria-iasi.ro,47.159344
RO,920,Spitalul Judetean de Urgenta C. Opriș Baia Mare,23.554671,162,2020?,,47.654927
RO,235,Spitalul Clinic de Boli Infectioase Constanta Consiliul Local Constanta,28.637892,91,2020?,www.infectioaseconstanta.ro,44.171124
RO,195,Spitalul Municipal Lupeni Consiliul Local Lupeni,23.2179614,138,2020?,www.spital-lupeni.ro,45.3552346
RO,102,Spitalul de Pneumoftiziologie Calarasi Consiliul Judetean Calarasi,27.330894,76,2020?,tbc-calarasi.ro,44.197959
RO,811,Spitalul Municipal de Urgenta E. Beldiman Barlad Consiliul Local Barlad,27.672238,247,2020?,www.spital-barlad.ro,46.23709
RO,52,Spitalul Orasenesc Stei,22.458769,373,2020?,hpsihiatriestei.ro,46.535241
RO,300,Spitalul Clinic de Urgenta pentru Copii Sf. Ioan Galati Consiliul Local Galati,28.024524,113,2020?,www.spcopgalati.ro,45.431061
RO,135,Spitalul Orasenesc Sannicolau Mare Consiliul Local Sannicolau Mare,20.633698,241,2020?,www.spitalorasanescsannicolaumare.ro,46.115848
RO,305,Spitalul de Pneumoftiziologie Galati Consiliul Judetean Galati,28.045725,116,2020?,w.w.w. spitalpneumoftiziologiegalati.ro,45.456165
RO,60,Spitalul Orasenesc Cernavoda,28.0444,94,2020?,,44.341441
RO,220,Spitalul de Recuperare Sf. Gheorghe Botosani Consiliul Local Botosani,26.636465,47,2020?,www.spitalbt-sfgheorghe.ro,47.753106
RO,267,Spitalul Municipal Ploiesti,26.020839,190,2020?,,44.931342
RO,708,Spitalul Municipal Sighetu Marmatiei,23.8770063,163,2020?,,47.9273182
RO,235,Spitalul de Psihiatrie si pentru Masuri de Siguranta Stei,22.465528,303,2020?,hpsihiatriestei.ro,46.547413
RO,490,Spitalul Clinic de Boli Infectioase Victor Babes Primaria Municipiului Bucuresti,26.140423,267,2020?,http://www.spitalulbabes.ro,44.426455
RO,80,Spitalul Orasenesc Baia de Arama,22.83764,171,2020?,,44.9923
RO,460,Spitalul Municipal Radauti Consiliul Local Radauti,25.926329,223,2020?,"www.spitalul-radauti.ro
",47.837772
RO,728,Spitalul Judetean de Urgenta Sf. Pantelimon Focsani,27.193142,331,2020?,www.spitalvn.ro,45.704478
RO,368,Spitalul Municipal Dorohoi Consiliul Local Dorohoi,26.403859,46,2020?,www.spitaldorohoi.ro,47.945826
RO,1215,Spitalul de Urgenta Judetean Braila Consiliul Judetean Braila,27.941129,60,2020?,www.spitalbraila.ro,45.252576
RO,1767,Spitalul Judetean de Urgenta Targoviste,25.451213,99,2020?,,44.922333
RO,210,Spitalul Municipal Oltenita Consiliul Local Oltenita,26.633791,74,2020?,,44.080133
RO,1061,Spitalul Clinic Municipal Dr. G. Curteanu Oradea Consiliul Local Oradea,21.917467,40,2020?,www.scmo.ro,47.074966
RO,85,Spitalul Municipal Codlea,25.444508,54,2020?,,45.695629
RO,183,Spitalul Orasenesc Turceni Consiliul Local Turceni,23.370055,128,2020?,www.spitalturceni.ro,44.681226
RO,75,Spitalul Orasenesc Macin Consiliul Local Macin,28.13324,244,2020?,www.spitalulmacin.ro,45.234283
RO,130,Spitalul Orasenesc Baicoi Consiliul Local Baicoi,25.993996,193,2020?,spitalulorasenescbaicoi.ro,44.963098
RO,157,Spitalul Clinic de Copii V. Gomoiu Primaria Municipiului Bucuresti,26.142064,266,2020?,,44.43309
RO,105,Spitalul de Obstetrica-Ginecologie 'Bunavestire' Galati Consiliul Local Galati,28.03232,118,2020?,spitalog.galati@gmail.com,45.4216
RO,410,Spitalul de Psihiatrie Sf. Pantelimon Braila Consiliul Local Braila,27.965795,63,2020?,www.spitalpsihiatriebraila.ro,45.261083
RO,311,Spitalul de Pneumoftiziologie Bisericani Consiliul Local Alexandru cel Bun,26.238377,183,2020?,www.spitalulbisericani.ro,46.958486
RO,101,Spitalul de Geriatrie si Boli Cronice C.B. Stolnici Stefanesti Consiliul Judetean Arges,24.924363,27,2020?,www.spitalulstefanesti.ro,44.865862
RO,260,Spitalul Clinic de Recuperare Medicala Baile Felix,21.983138,302,2020?,www.spitalfelix.ro,46.990459
RO,107,Spitalul de Boli Infectioase Brasov Consiliul Judetean Brasov,25.597581,57,2020?,www.sbibrasov.ro,45.656588
RO,235,Spitalul de Psihiatrie Elisabeta Doamna Galati Consiliul Local Galati,28.039663,119,2020?,elisabeta_doamna@yahoo.com,45.45989
RO,140,Spitalul Orasenesc Regele Carol I Costesti Consiliul Judetean Arges,24.874812,20,2020?,http://www.spitalregelecarol.ro,44.664292
RO,230,Sanatoriul de Pneumoftiziologie Geoagiu Consiliul Judetean Hunedoara,23.165043,143,2020?,www.sanatoriulgeoagiu.ro,45.911567
RO,300,Spitalul Clinic de Boli Infectioase 'Sf. Parascheva' Iasi Consiliul Judetean Iasi,27.584267,151,2020?,www.gomi.ro,47.170224
RO,300,Institutul National de Neurologie si Boli Neurovasculare V. Voiculescu,26.123863,336,2020?,innbn-bucuresti.ro,44.387272
RO,155,Spitalul Municipal Orastie,23.200378,139,2020?,,45.84913
RO,150,Preventoriul TBC pentru Copii Deleni Consiliul Local Deleni,26.877859,158,2020?,http://www.dspiasi.ro/index.php?loc=microsites&amp;act=pdeleni,47.465904
RO,748,Spitalul Judetean de Urgenta Miercurea-Ciuc,25.808612,130,2020?,,46.348361
RO,135,Spitalul de Pediatrie Ploiesti Consiliul Judetean Prahova,26.026783,196,2020?,www.spitalpediatrie.ro,44.931874
RO,170,Spitalul de Psihiatrie Sapunari Consiliul Judetean Calarasi,26.834273,77,2020?,www.sp-sapunari.ro,44.495664
RO,225,Spitalul Municipal Episcop N. Popovici Beius Consiliul Local Beius,22.350032,35,2020?,http://www.spitalulbeius.ro/,46.669362
RO,197,Institutul de Boli Cardiovasculare Timisoara,21.256828,326,2020?,www.cardiologie.ro,45.768002
RO,128,Spitalul Clinic de Obstetrica-Ginecologie Iasi ELENA DOAMNA Consiliul Judetean Iasi,27.597785,152,2020?,www.spelenadoamna.ro,47.160715
RO,145,Spitalul Municipal Brad Consiliul Local Brad,22.790644,140,2020?,web.clicknet.ro/spitalbrad/,46.125753
RO,1322,Spitalul Clinic Judetean de Urgenta Arad,21.307576,10,2020?,,46.183203
RO,225,Spitalul Municipal Aiud Consiliul Local Aiud,23.738708,2,2020?,http://www.spitalaiud.ro/,46.301406
RO,75,Spitalul de Boli Pulmonare Breaza Consiliul Local Breaza,25.676449,201,2020?,www.spital-breaza.ro,45.179447
RO,1556,Spitalul Clinic Judetean de Urgenta Craiova,23.792524,315,2020?,http://ww.scjuc.ro,44.305117
RO,128,Spitalul Municipal Dr. Irinel Popescu Bailesti Consiliul Local Bailesti,23.34996,106,2020?,www.spitalbailesti.ro,44.029189
RO,181,Spitalul de Pneumoftiziologie Rosiori de Vede,24.964843,233,2020?,http://www.spitalulpneumorosiori.ro,44.098897
RO,200,Spitalul de Recuperare Bradet,24.76181,22,2020?,,45.309907
RO,127,Spitalul Orasenesc Gura Humorului Consiliul Local Gura Humorului,25.898895,225,2020?,www.spitalgurahumorului.ro,47.55336
RO,80,Sanatoriul de Neuropsihiatrie Podriga Consiliul Judetean Botosani,26.830062,49,2020?,www.sanatoriulpodriga.ro,48.003893
RO,1200,Spitalul Judetean de Urgenta Sf. Ioan cel Nou Suceava Consiliul Judetean Suceava,26.240271,220,2020?,www.spitaluljudeteansuceava.ro,47.639243
RO,212,Spitalul Orasenesc Viseu de Sus Consiliul Local Viseu de Sus,24.424555,164,2020?,www.spitalviseu.ro,47.708
RO,212,Spitalul de Pneumoftiziologie Sf. Andrei Valea Iasului Consiliul Judetean Arges,24.698017,26,2020?,www.spviasului.ro,45.186075
RO,120,Spitalul Orasenesc Ioan Lascar Comanesti,26.448523,31,2020?,,46.418652
RO,140,Spitalul Orasenesc Moldova Noua Consiliul Local Moldova Noua,21.623068,72,2020?,www.spitalmoldovanoua.ro,44.726293
RO,116,Spitalul de Pneumoftiziologie Aiud Consiliul Judetean Alba,23.718646,8,2020?,www.sanatoriultbcaiud.ro,46.305553
RO,157,Spitalul de Pneumoftiziologie Leamna,23.684464,110,2020?,,44.288715
RO,311,Spitalul de Boli Cronice și Geriatrie Sf. Luca,26.12904,272,2020?,spitalulsf.luca.ro,44.384223
RO,910,Spitalul Judetean de Urgenta Buzau Consiliul Judetean Buzau,26.800332,64,2020?,,45.151174
RO,548,Institutul de Pneumoftiziologie Marius Nasta,26.08916,343,2020?,www.marius-nasta.ro,44.40463
RO,1300,Spitalul Clinic Judetean de Urgenta Constanta,28.642248,89,2020?,,44.186359
RO,410,Institutul Regional de Gastroenterologie-Hepatologie Prof. dr. Octavian Fodor Cluj,23.595058,310,2020?,www.irgh.ro,46.774552
RO,185,Spitalul Clinic de Pneumoftiziologie Constanta Consiliul Judetean Constanta,28.607084,90,2020?,www.tbc.infomedic.ro,44.231241
RO,405,Spitalul Clinic de Recuperare Cluj-Napoca Consiliul Judetean Cluj,23.57138,80,2020?,www.recuperarecluj.ro,46.76537
RO,123,Spitalul de Pneumoftiziologie Sf. Stefan,26.105297,271,2020?,pneumosfstefan.ro,44.453255
RO,112,Spitalul Orasenesc Segarcea Consiliul Local Segarcea,23.74271,108,2020?,www.spitalsegarcea.ro,44.099717
RO,435,Spitalul Clinic de Boli Infectioase si Pneumoftiziologie V. Babeș Craiova Consiliul Local Craiova,23.824722,104,2020?,www.vbabes-cv.ro,44.314802
RO,163,Spitalul Municipal Toplita Consiliul Local Toplita,25.355072,133,2020?,www.spitaltoplita.ro,46.923069
RO,94,Spitalul Orasenesc Sinaia Consiliul Local Sinaia,25.555251,195,2020?,spitalsinaia@yahoo.com,45.333248
RO,263,Spitalul Clinic Nicolae Malaxa Bucuresti,26.178811,264,2020?,,44.43812
RO,70,Spitalul de Psihiatrie Campulung Moldovenesc Consiliul Local Campulung Moldovenesc,25.560315,227,2020?,www.spcm.ro,47.527866
RO,50,Spitalul Orasenesc Bicaz,26.092873,378,2020?,,46.908764
RO,1160,Spitalul Judetean de Urgenta Ploiesti,26.009048,189,2020?,,44.962779
RO,95,Spitalul de Ortopedie si Traumatologie Azuga,25.552053,200,2020?,,45.433876
RO,246,Spitalul Municipal Campulung Moldovenesc Consiliul Local Campulung Moldovenesc,25.544103,221,2020?,http: // smcm.suceava.astral.ro,47.532393
RO,393,Spitalul Municipal Falticeni,26.297311,222,2020?,,47.463151
RO,215,Spitalul Orasenesc Dr. I. Pușcaș Simleul Silvaniei Consiliul Local Simleul Silvaniei,22.804152,210,2020?,spitalsimleu.ro,47.227241
RO,1174,Spitalul Clinic Judetean de Urgenta Timisoara P. Brinzeu,21.240333,327,2020?,www.hosptm.ro,45.738368
RO,244,Spitalul Orasenesc Negresti-Oas Consiliul Judetean Satu Mare,23.427883,206,2020?,www.spitalnegrestioas.ro,47.871511
RO,264,Spitalul Clinic de Obstetrica si Ginecologie Filantropia,26.082058,356,2020?,spitalulfilantropia.ro,44.453251
RO,64,Spitalul Orasenesc Harsova,27.954712,95,2020?,,44.684277
RO,188,Spitalul de Pneumoftiziologie Satu Mare,22.885635,207,2020?,,47.791629
RO,67,Spitalul Orasenesc Urlati,26.240823,380,2020?,,44.990723
RO,56,Spitalul Comunal N. Saveanu Vidra,26.908001,333,2020?,runos.spvidra@gmail.com,45.911489
RO,200,Spitalul Municipal Gheorghieni Consiliul Local Gheorghieni,25.602093,132,2020?,www.spitalgh.ro,46.723252
RO,148,Spitalul de Pneumoftiziologie C. Anastasiu Mihaesti Consiliul Judetean Valcea,24.23849,253,2020?,www.anastaspital.ro,45.021832
RO,165,Spitalul Orasenesc Huedin Consiliul Local Huedin,23.0155114,86,2020?,www.spitalulhuedin.ro,46.8624083
RO,210,Spitalul de Psihiatrie Cronici Siret Consiliul Local Siret,26.0678619,228,2020?,www.psihiatriesiret.ro,47.9511056
RO,183,Spitalul Municipal Vatra Dornei Consiliul Local Vatra Dornei,25.358355,224,2020?,spitalvatradornei.ro,47.347943
RO,473,Spitalul Clinic de Urgenta pentru Copii M.S. Curie,26.109095,352,2020?,www.mscurie.ro,44.389774
RO,525,Spitalul Clinic de Urgenta Sf. Pantelimon,26.173167,347,2020?,www.urgentapantelimon.zedwebsolutions.ro,44.441808
RO,118,Spitalul Orasenesc Harlau Consiliul Local Harlau,26.899767,157,2020?,www.spitaluloraseneschirlau.info,47.430351
RO,363,Spitalul Municipal Lugoj Consiliul Local Lugoj,21.888553,238,2020?,www.smlugoj.ro,45.690563
RO,1182,Spitalul Clinic Judetean Mures Consiliul Judetean Mures,24.566358,172,2020?,www.spitaljudeteanmures.ro,46.545919
RO,135,Spitalul de Psihiatrie Cronici Dumbraveni,27.105385,332,2020?,www.spdumbraveni.ro,45.549832
RO,173,Spitalul Municipal Adjud,27.182922,255,2020?,,46.097519
RO,553,Spitalul Municipal Odorheiu Secuiesc Consiliul Local Odorheiu Secuiesc,25.300344,131,2020?,www.hospital-odorhei.ro,46.307273
RO,33,Spitalul Sovata - Niraj,25.071241,178,2020?,,46.593699
RO,,Spitalul de Psihiatrie Murgeni Consiliul Local Murgeni,28.020587,248,2020?,www.spitalulmurgeni.ro,46.205349
