cc,country,city,street,postcode,house_number,lon,id,lat,name,facility_type,ref_date,site_name,emergency,cap_beds,cap_prac,cap_rooms,public_private,list_specs,tel,email,url,pub_date
DE,Germany,Simbach am Inn,Jakob-Weindler-Straße,84359,1,13.014651060039,772758,48.26383405213,AMEOS Institut Süd,standort,2020,,,,,,,,,,,
DE,Germany,Simbach am Inn,Jakob-Weindler-Straße,84359,1,13.01463979481,772759,48.263782271136,AMEOS Klinikum Inntal,standort,2020,,,,,,,,,,,
DE,Germany,Bad Staffelstein,Am Kurpark,96231,11,10.992414593729,772495,50.111161470425,Hauptstandort,standort,2020,,,,,,,,,,,
DE,Germany,"Preetz, Holst",Wakendorfer Straße,24211,18,10.28632897137,773336,54.23624772599,Psychiatrische Tagesklinik Preetz,standort,2020,,,,,,,,,,,
DE,Germany,Memmingen,Bismarckstraße,87700,23,10.169085323819,772549,47.982971923559,Memmingen,standort,2020,,,,,,,,,,,
DE,Germany,"Aulendorf, Württemberg",Safranmoosstraße,88326,5,9.635003328258,772653,47.953166506683,Hauptstandort,standort,2020,,,,,,,,,,,
DE,Germany,"Sinsheim, Elsenz",Alte Waibstadter Straße,74889,2,8.890484064809,771951,49.251958261548,GRN-Klinik Sinsheim,standort,2020,,,,,,,,,,,
DE,Germany,Heiligenhaus,Südring,42579,161,6.966521322711,771584,51.323694623637,Tagesklinik,standort,2020,,,,,,,,,,,
DE,Germany,Velbert,Robert-Koch-Straße,42549,2,7.01174873112,771585,51.350371418841,Helios Klinikum Niederberg,standort,2020,,,,,,,,,,,
DE,Germany,Ratingen,Calor-Emag-Straße,40878,3,6.860622346385,771586,51.297951554735,ASV Rheumazentrum Ratingen,standort,2020,,,,,,,,,,,
DE,Germany,Berlin,Reinickendorfer Straße,13347,61,13.362906932962,771907,52.554378711771,Evangelisches Geriatriezentrum Berlin gGmbH,standort,2020,,,,,,,,,,,
DE,Germany,Berlin,Warener  Straße,12683,7,13.566016137584,771923,52.519049415154,BG Klinikum Unfallkrankenhaus Berlin gGmbH,standort,2020,,,,,,,,,,,
DE,Germany,München,Seybothstrasse,81545,65,11.55648744103,773385,48.084920459785,Hauptstandort,standort,2020,,,,,,,,,,,
DE,Germany,Geesthacht,Johannes-Ritter-Straße,21502,100,10.385719299447,772870,53.423516218972,Hauptstandort,standort,2020,,,,,,,,,,,
DE,Germany,München,Putzbrunner Straße,81737,9,11.63238336565,773656,48.099778091228,Standort Altperlach,standort,2020,,,,,,,,,,,
DE,Germany,"Eberbach, Baden",Scheuerberg,69412,3,8.990470513697,771952,49.46337696797,GRN-Klinik Eberbach,standort,2020,,,,,,,,,,,
DE,Germany,Meppen,Ludmillenstraße,49716,4-6,7.292885273687,773405,52.688817186788,Hauptstandort,standort,2020,,,,,,,,,,,
DE,Germany,Hamburg,Alphonsstraße,22043,14,10.089032649994,772924,53.569835328196,Asklepios klinik Wandsbek,standort,2020,,,,,,,,,,,
DE,Germany,Wiesbaden,Leibnizstraße,65191,21,8.265354216082,772313,50.091255765061,Helios Aukamm-Klinik Wiesbaden GmbH,standort,2020,,,,,,,,,,,
DE,Germany,Nienburg(Weser),Ziegelkampstraße,31582,39,9.223802768811,773542,52.635514407833,Helios Kliniken Mittelweser GmbH- Krankenhaus Nienburg,standort,2020,,,,,,,,,,,
DE,Germany,Werneck,Balthasar-Neumann-Platz,97440,1,10.098724544032,771350,49.978692609636,"Krankenhaus für Psychiatrie, Psychotherapie und Psychosomatische Medizin Schloss Werneck",standort,2020,,,,,,,,,,,
DE,Germany,Schweinfurt,Dittelbrunner Straße,97422,13 - 15,10.229472309343,771349,50.055002536815,Tagesklinik für Psychiatrie Schweinfurt,standort,2020,,,,,,,,,,,
DE,Germany,"Lengerich, Westfalen",Martin-Luther-Straße,49525,49,7.843791612904,771304,52.19879125876,Helios Klinik Lengerich,standort,2020,,,,,,,,,,,
DE,Germany,Kirchen(Sieg),Bahnhofstraße,57548,24,7.879177057771,771808,50.806362446003,Standort 1,standort,2020,,,,,,,,,,,
DE,Germany,Berlin,Heinz-Galinski-Straße,13347,1,13.370569467479,772386,52.555278906928,Krankenhaus,standort,2020,,,,,,,,,,,
DE,Germany,Stuttgart,Böheimstraße,70199,37,9.163320243383,772796,48.761254645194,Marienhospital Stuttgart,standort,2020,,,,,,,,,,,
DE,Germany,Bad Fallingbostel,Kolkweg,29683,1,9.706089699157,773307,52.868827023068,Klinik Fallingbostel,standort,2020,,,,,,,,,,,
DE,Germany,Werneck,Balthasar-Neumann-Platz,97440,1,10.101361960165,771351,49.980161301004,Orthopädisches Krankenhaus Schloss Werneck,standort,2020,,,,,,,,,,,
DE,Germany,Bleicherode,Barbarastraße,99752,11,10.56665253649,772367,51.443248519549,Bleicherode,standort,2020,,,,,,,,,,,
DE,Germany,Dresden,Fetscherstr.,01307,74,13.781290769675,773444,51.056819087868,"Universitätsklinikum Carl Gustav Carus an der TU Dresden, Fetscherstr. 74, 01307 Dresden",standort,2020,,,,,,,,,,,
DE,Germany,Bad Wildungen,Dr.-Born-Straße,34537,9,9.108039915545,772008,51.112182970769,Hauptstandort,standort,2020,,,,,,,,,,,
DE,Germany,München,Hirschauer Straße,80538,6,11.596060753,772377,48.151521195776,Frauenklinik Dr. Geisenhofer GmbH,standort,2020,,,,,,,,,,,
DE,Germany,"Essen, Ruhr",Pattbergstr.,45239,1-3,7.00573603157,773166,51.389826096284,Evang. Krankenhaus Essen-Werden,standort,2020,,,,,,,,,,,
DE,Germany,"Essen, Ruhr",Am Deimelsberg,45276,34a,7.06172844395,773167,51.44219026249,Evang. Krankenhaus Essen-Steele,standort,2020,,,,,,,,,,,
DE,Germany,"Essen, Ruhr",Henricistr.,45136,92,7.030423083343,773168,51.441965400604,Evang. Huyssens-Stiftung in Essen-Huttrop,standort,2020,,,,,,,,,,,
DE,Germany,Köln,Amsterdamerstr.,50735,59,6.966712832418,773533,50.962863088277,Kliniken der Stadt Köln gGmbH - Kinderkrankenhaus Amsterdamer Strasse,standort,2020,,,,,,,,,,,
DE,Germany,Köln,Florentine-Eichler-Str.,51067,1,7.056777119669,773534,50.965094625798,Kliniken der Stadt gGmbH - Standort Holweide - Kinder-und Jugendpsychiatrie,standort,2020,,,,,,,,,,,
DE,Germany,Buchholz in der Nordheide,Steinbecker Straße,21244,44,9.873097658092,773292,53.333455000899,Psychiatrische Tagesklinik Buchholz,standort,2020,,,,,,,,,,,
DE,Germany,"Stade, Niederelbe",Bremervörder Straße,21682,111,9.44188594206,773293,53.594598179178,Psychiatrische Tagesklinik Stade Kinder und Jugendliche,standort,2020,,,,,,,,,,,
DE,Germany,Soltau,Oeninger Weg,29614,30,9.856532335216,773294,52.989557896186,Psychiatrische Tagesklinik Heidekreis Kinder und Jugendliche,standort,2020,,,,,,,,,,,
DE,Germany,"Uelzen, Lüneburger Heide",Dieterichsstraße,29525,26,10.552758157237,773295,52.963249928723,Psychiatrische Institutsambulanz Uelzen Kinder und Jugendliche,standort,2020,,,,,,,,,,,
DE,Germany,Winsen(Luhe),Deichstraße,21423,1,10.204553782924,773296,53.364454235416,Psychiatrische Institutsambulanz Winsen,standort,2020,,,,,,,,,,,
DE,Germany,Bad Bevensen,Lerchenweg,29549,3,10.592782080157,773297,53.086512816218,Tagesklinik Uelzen Kinder und Jugendliche,standort,2020,,,,,,,,,,,
DE,Germany,Lüneburg,Am Wienebütteler Weg,21339,1,10.386661291122,773507,53.253525897745,Psychiatrische Klinik Lüneburg gGmbH,standort,2020,,,,,,,,,,,
DE,Germany,Neustadt an der Donau,Kaiser-Augustus-Straße,93333,9,11.790887296183,773602,48.819610678566,Passauer Wolf Bad Gögging - Neurologisches Zentrum für Bewegungsstörungen,standort,2020,,,,,,,,,,,
DE,Germany,München,Ziemssenstraße,80336,1,11.56221556666,771734,48.132668345376,Klinikum der Universität München - Standort Innenstadt,standort,2020,,,,,,,,,,,
DE,Germany,München,Leopoldstraße,80802,5,11.582317113926,771735,48.154081864292,Klinikum der Universität München - Außenstelle Tropenmedizin,standort,2020,,,,,,,,,,,
DE,Germany,München,Marchioninistraße,81377,15,11.471995174934,771736,48.111138440404,Klinikum der Universität München - Standort Großhadern,standort,2020,,,,,,,,,,,
DE,Germany,München,Marchioninistraße,81377,15,11.488039076312,772336,48.122446592812,Klinikum der Universität München - Außenstelle Augustinum,standort,2020,,,,,,,,,,,
DE,Germany,Haßfurt,Hofheimer Straße,97437,69,10.514809727702,771093,50.0403132101,Haßberg-Kliniken Haus Haßfurt,standort,2020,,,,,,,,,,,
DE,Germany,Ebern,Coburger Straße,96106,21,10.798469424281,771094,50.097006387061,Haßberg-Kliniken Haus Ebern,standort,2020,,,,,,,,,,,
DE,Germany,Rottweil,Krankenhausstraße,78628,30,8.612275958094,771543,48.165042443185,Helios Klinik Rottweil,standort,2020,,,,,,,,,,,
DE,Germany,"Münsingen, Württemberg",Lautertalstraße,72525,47,9.489466935388,771544,48.404089859142,Albklinik,standort,2020,,,,,,,,,,,
DE,Germany,Neustadt i. Sam,Hohwaldstraße,01844,40,14.290974318965,772023,51.046812185075,Asklepios Orthopädische Klinik Hohwald,standort,2020,,,,,,,,,,,
DE,Germany,"Seligenstadt, Hess",Dudenhöfer Straße,63500,9,8.964987516338,772588,50.041686138228,Asklepios Klinik Seligenstadt,standort,2020,,,,,,,,,,,
DE,Germany,Frankenberg(Eder),Forststraße,35066,9,8.792190223928,772704,51.062222506323,Kreiskrankenhaus Frankenberg gGmbH,standort,2020,,,,,,,,,,,
DE,Germany,"Stolzenau, Weser",Holzhäuser Weg,31592,28,9.068628931163,773553,52.51483018802,Helios Kliniken Mittelweser GmbH- Krankenhaus Stolzenau,standort,2020,,,,,,,,,,,
DE,Germany,Höxter,Brenkhäuser Straße,37671,71,9.365723597871,773298,51.78536599817,St. Ansgar Krankenhaus,standort,2020,,,,,,,,,,,
DE,Germany,"Brakel, Westfalen",Danziger Straße,33034,17,9.180609682148,773299,51.72769994922,St. Vincenz Hospital,standort,2020,,,,,,,,,,,
DE,Germany,Bad Driburg,Elmarstraße,33014,38,9.01045219277,773300,51.741993251764,St. Josef Hospital,standort,2020,,,,,,,,,,,
DE,Germany,"Steinheim, Westfalen",Nieheimer Straße,32839,34,9.089313268514,773301,51.856601380292,St. Rochus Krankenhaus,standort,2020,,,,,,,,,,,
DE,Germany,Holzminden,Forster Weg,37603,34,9.454921960896,771391,51.834643855496,AGAPLESION EVANGELISCHES KRANKENHAUS Holzminden gGmbH,standort,2020,,,,,,,,,,,
DE,Germany,Neumünster,Friesenstraße,24534,11,9.992158770528,772073,54.065914474962,Hauptstandort,standort,2020,,,,,,,,,,,
DE,Germany,Reutlingen,Steinenbergstraße,72764,31,9.21819368004,771565,48.483743343529,Klinikum am Steinenberg,standort,2020,,,,,,,,,,,
DE,Germany,Bad Urach,Stuttgarter Straße,72574,100,9.389001309855,771566,48.496248125295,Ermstalklinik,standort,2020,,,,,,,,,,,
DE,Germany,"Demmin, Hansestadt",Wollweberstraße,17109,21,13.041572767388,772074,53.902698241062,Kreiskrankenhaus Demmin GmbH,standort,2020,,,,,,,,,,,
DE,Germany,Oldenburg(Oldb),Rahel-Straus-Straße,26133,10,8.217821824574,771936,53.112105072622,Hauptstandort,standort,2020,,,,,,,,,,,
DE,Germany,Magdeburg,Gustav-Ricker-Straße,39120,4,11.638070583376,773465,52.086288647157,Hauptstandort,standort,2020,,,,,,,,,,,
DE,Germany,Nümbrecht,Höhenstraße,51588,30,7.549379825723,773603,50.907410212183,Rheinisch-westfälisches Zentrum für Frührehabilitation und Beatmung in der Dr. Becker Rhein-Sieg-Klinik,standort,2020,,,,,,,,,,,
DE,Germany,Sehnde,Rudolf-Wahrendorff-Straße,31319,22,9.931095331899,771006,52.344230214838,Klinikum Wahrendorff -Ilten/Köthenwald-,standort,2020,,,,,,,,,,,
DE,Germany,Hannover,Borgentrickstr.,30519,4,9.766833364947,771007,52.338644678375,Tagesklinik Borgentrickstr.,standort,2020,,,,,,,,,,,
DE,Germany,Lehrte bei Hannover,Manskestraße,31275,22A,9.982906758769,771008,52.380165765524,Tagesklinik Lehrte,standort,2020,,,,,,,,,,,
DE,Germany,Hannover,Schwarzer Bär,30449,8,9.720056444398,771009,52.368204689553,Tagesklinik Linden,standort,2020,,,,,,,,,,,
DE,Germany,Hannover,Gartenstraße,30161,19,9.746704459158,771010,52.380632385695,Tageskliniken Gartenstr./Welfenplatz,standort,2020,,,,,,,,,,,
DE,Germany,Bad Emstal,Landgraf-Philipp-Straße,34308,9,9.260580897339,771270,51.227946143158,Vitos psychiatrische Ambulanz Bad Emstal,standort,2020,,,,,,,,,,,
DE,Germany,Bad Emstal,Klosterweg,34308,2,9.261841535576,771270,51.225705418675,Vitos psychiatrische Ambulanz Bad Emstal,standort,2020,,,,,,,,,,,
DE,Germany,Bad Emstal,Klosterweg,34308,4,9.260339498528,771279,51.226336998236,"Vitos Klinik für Psychiatrie und Psychotherapie Bad Emstal, Haus 4",standort,2020,,,,,,,,,,,
DE,Germany,"Kassel, Hess",Wilhelmshöher Allee,34131,345A,9.429656624843,771283,51.311762124477,Vitos Klinik für Psychiatrie und Psychotherapie Kassel,standort,2020,,,,,,,,,,,
DE,Germany,"Kassel, Hess",Herkulesstraße,34119,111,9.454394102113,771282,51.313919860165,Vitos Klinik Bad Wilhelmshöhe,standort,2020,,,,,,,,,,,
DE,Germany,Eschwege,Luisenstraße,37269,23,10.053141287019,771281,51.183520317536,Vitos kinder- und jugendpsychiatrische Ambulanz und Tagesklinik Eschwege,standort,2020,,,,,,,,,,,
DE,Germany,Hofgeismar,Gesundbrunnen,34369,2,9.402897861671,771280,51.502522690086,Vitos kinder- und jugendpsychiatrische Ambulanz und Tagesklinik Hofgeismar,standort,2020,,,,,,,,,,,
DE,Germany,Hofgeismar,Liebenauer Straße,34369,1,9.368926048287,771278,51.496075005529,Vitos Klinik für Psychiatrie und Psychotherapie Hofgeismar,standort,2020,,,,,,,,,,,
DE,Germany,"Kassel, Hess",Karthäuserstraße,34117,3,9.485602140435,771277,51.313431989412,Vitos psychiatrische Ambulanz und Tagesklinik Kassel,standort,2020,,,,,,,,,,,
DE,Germany,Melsungen,Kasseler Straße,34212,80,9.539943695077,771276,51.137185253334,Vitos psychiatrische Ambulanz und Tagesklinik Melsungen,standort,2020,,,,,,,,,,,
DE,Germany,"Wabern, Hess",Kurfürstenstraße,34590,26,9.341508507737,771275,51.104594765265,Vitos kinder- und jugendpsychiatrische Ambulanz und Tagesklinik Wabern,standort,2020,,,,,,,,,,,
DE,Germany,Korbach,Skagerrakstraße,34497,4,8.867292129858,771274,51.280466069401,Vitos kinder- und jugendpsychiatrische Ambulanz und Tagesklinik Korbach,standort,2020,,,,,,,,,,,
DE,Germany,Witzenhausen,Carl-Ludwig-Straße,37213,20,9.860111904441,771273,51.342533067967,Vitos kinder- und jugendpsychiatrische Ambulanz Witzenhausen,standort,2020,,,,,,,,,,,
DE,Germany,"Kassel, Hess",Wilhelmshöher Allee,34131,345A,9.42963516713,771272,51.311752064865,Vito Klinik für Psychosomatik Kassel,standort,2020,,,,,,,,,,,
DE,Germany,"Blankenhain, Thüringen",Wirthstraße,99444,5,11.339337408526,772244,50.859854352109,Helios Klinik Blankenhain,standort,2020,,,,,,,,,,,
DE,Germany,Potsdam,Charlottenstraße,14467,72,13.065048694643,772305,52.401382990772,"Klinikum Westbrandenburg, Standort Potsdam",standort,2020,,,,,,,,,,,
DE,Germany,Brandenburg an der Havel,Hochstraße,14770,29,12.545166850123,772306,52.4138414325,"Klinikum Westbrandenburg, Standort Brandenburg a.d. Havel",standort,2020,,,,,,,,,,,
DE,Germany,Cochem,Avallonstraße,56812,32,7.179316520887,772167,50.155737767425,Marienkrankenhaus Cochem,standort,2020,,,,,,,,,,,
DE,Germany,Ostfildern,Hedelfinger Straße,73760,166,9.254379630056,772696,48.741633665497,medius KLINIK OSTFILDERN - RUIT,standort,2020,,,,,,,,,,,
DE,Germany,"Schwandorf, Bayern",Lindenlohe,92421,18,12.158093149819,772994,49.359312861769,Klinikgebäude,standort,2020,,,,,,,,,,,
DE,Germany,Wirsberg,Goldene Adlerhütte,95339,2,11.61301930435,773648,50.11826840075,Hauptstandort,standort,2020,,,,,,,,,,,
DE,Germany,"Heidelberg, Neckar",Landhausstraße,69115,25,8.688714086993,771138,49.40264302376,Hauptstandort,standort,2020,,,,,,,,,,,
DE,Germany,Limburg an der Lahn,Auf dem Schafsberg,65549,0,8.051592886432,772912,50.387810499459,Limburg,standort,2020,,,,,,,,,,,
DE,Germany,Hessisch Lichtenau,Am Mühlenberg,37235,20,9.705641502096,773162,51.212824209987,Klinik,standort,2020,,,,,,,,,,,
DE,Germany,Haldensleben,Kiefholzstraße,39340,27,11.377711772166,773305,52.285076554018,"AMEOS Klinikum Haldensleben, Somatik",standort,2020,,,,,,,,,,,
DE,Germany,München,Englschalkinger Straße,81925,77,11.624686360392,771080,48.155259263671,München Klinik Bogenhausen,standort,2020,,,,,,,,,,,
DE,Germany,"Melle, Wiehengeb",Engelgarten,49324,3,8.336137711985,771608,52.198412712174,Hauptstandort,standort,2020,,,,,,,,,,,
DE,Germany,Waldshut-Tiengen,Kaiserstraße,79761,95,8.20764105767,771416,47.622573569654,Waldshut,standort,2020,,,,,,,,,,,
DE,Germany,Neustadt/Harz,Badestraße,99762,23,10.839835524657,771547,51.560000720476,Lungenklinik Neustadt,standort,2020,,,,,,,,,,,
DE,Germany,Freital,Bürgerstr.,01705,7,13.645339464893,771986,50.991660570445,Freital,standort,2020,,,,,,,,,,,
DE,Germany,Dippoldiswalde,Rabenauer Straße,01744,9,13.667824315671,771985,50.901410457206,Klinik Dippoldiswalde,standort,2020,,,,,,,,,,,
DE,Germany,Pirna,Struppener Str.,01796,13,13.952973389351,771987,50.95851525232,Pädiatrie Pirna,standort,2020,,,,,,,,,,,
DE,Germany,Bad Soden am Taunus,Sebastian-Kneipp-Straße,65812,11,8.509577821205,772959,50.144632634797,Standort Bad Soden,standort,2020,,,,,,,,,,,
DE,Germany,"Kiedrich, Rheingau",Suttonstraße,65399,24,8.080659662937,772960,50.043940411477,Standort Kiedrich,standort,2020,,,,,,,,,,,
DE,Germany,"Görlitz, Neiße",Girbigsdorfer Straße,02828,1-3,14.969681301154,772378,51.161540703266,Städt. Klinikum Görlitz gGmbH,standort,2020,,,,,,,,,,,
DE,Germany,Crivitz,Amtsstraße,19089,1,11.648212764958,773306,53.575004444812,MediClin Krankenhaus am Crivitzer See,standort,2020,,,,,,,,,,,
DE,Germany,Donauwörth,Neudegger Allee,86609,6,10.754439353959,773619,48.724110670375,Donau-Ries Klinik Donauwörth,standort,2020,,,,,,,,,,,
DE,Germany,Nördlingen,Stoffelsberg,86720,4,10.498657465014,773620,48.837036815159,Stiftungskrankenhaus Nördlingen,standort,2020,,,,,,,,,,,
DE,Germany,Oettingen in Bayern,Kellerstraße,86732,15,10.597310185449,773621,48.956965663396,Donau-Ries Klinik Oettingen,standort,2020,,,,,,,,,,,
DE,Germany,München,Thalkirchner Straße,80337,48,11.564486861262,771082,48.128759452289,München Klinik Thalkirchner Straße,standort,2020,,,,,,,,,,,
